ornament,voice,bar,pitch
E. 2 S -2 S 2 S 1 S 2 S 2 Q,3,2 3/16,45
E. -2 S 2 S 2 S 1 S 2 S 2 Q,1,3 3/16,53
E -2 S 2 S 2 S,3,4 1/8,51
S -2 S,3,4 5/16,53
S -1 S,3,4 7/16,50
S 4 S -2 S -2 S 2 S -2 S -1 S -2 S 2 Q,1,4 9/16,67
E -2 S 2 S 2 S,1,5 5/8,63
S -2 S,1,5 13/16,65
S -1 S,1,5 15/16,62
Q 0 E -1 S 1 S 2 S,3,7,58
R 0 S,1,7 5/16,58
R 0 T -1 T -2 T 2 Q,3,7 13/32,58
R 0 E,3,8 1/8,53
R 0 E,1,9 3/8,57
E 4 E,1,9 5/8,62
E -2 E,1,9 7/8,58
E -3 S 1 S 2 S,1,10 1/8,54
S -2 S 2 T -2 T 2 T -3 T 1 Q,1,10 5/16,55
R 0 T 1 T 2 T 2 T -2 E,1,11 3/8,57
R 0 E,3,11 5/8,53
S 2 S,3,12 5/16,50
S 1 S,3,12 7/16,53
R 0 E,1,13 5/8,62
E 3 E,1,14 3/8,58
Q -1 E,3,14 7/8,54
E 1 T -1 T -2 T 2 T 1 Q.,0,20 1/8,70
E -2 S 2 S 2 Q,0,21 5/8,65
R 0 S 2 S 1 S 2 S -2 Q,2,22 1/4,62
E. -2 S -3 S 2 S 1 S 2 S -2 Q,2,23 7/16,65
E -2 S 2 S 2 S -2 S -2 S -1 S 1 H,0,25 3/8,65
E. -1 S -2 S 2 S 1 S,2,31 3/16,64
S 2 S,2,31 7/16,67
E. -2 S -2 E -1 S 3 S -2 Q,1,31 11/16,60
E -1 T 1 T 2 T 2 T -2 Q,1,32 7/8,57
E -2 S -2 S 2 S 2 S 1 S 2 S -2 Q,1,33 5/8,55
E -2 S -2 S -1 S -2 S 2 T 1 T 2 T 2 T 1 Q,0,36 5/8,67
E -2 S 2 S 1 Q,2,42 5/8,62
E. -2 S 2 S 1 S -3 S 2 S 1 H,2,46 7/16,59
E 2 T -2 T -1 T 1 T 2 E,2,53 1/8,60
R 0 E,1,56 3/8,67
R 0 S,0,56 9/16,64
S -2 S,0,56 11/16,60
E -2 E,1,58 1/8,60
S -2 S -2 S -1 S 1 E,1,58 5/16,60
E 2 T -2 T -1 T 1 T 2 Q,1,58 5/8,60
E 1 T -1 T -2 T 2 T 1 E,2,62 1/8,65
E. -2 S,0,65 3/16,70
S -2 S -1 S -2 S 2 Q,0,65 5/16,70
E. -2 S -2 S -1 S 1 T 2 T 2 T 2 T 1 H,2,68 3/16,60
E -10 S 1 S 2 S 2 S 1 S 2 S 2 Q,0,69 1/8,64
E -8 S 2 S 1 S -3 S 2 T 1 T 2 T 2 T 1 E,2,70 5/8,57
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E,0,71 1/8,67
E -3 S 14 S -2 S -2 S -1 S -2 S -2 E.,1,71 5/8,55
E. -4 S 2 E 2 E 1 E.,3,72 3/16,48
E. 2 S -2 S -1 S -2 S -2 S 2 Q,3,72 11/16,55
R 0 null,2,75 1/4,70
R 0 null,0,75 3/8,70
R 0 null,0,75 469/1024,67
E -2 null,0,77 149/512,67
null -17 null 16 null 0 R,0,79 341/1024,50
S 2 S 1 S 2 S -2 Q,2,80 5/16,57
E. 2 S,0,80 15/16,69
E -2 S 2 S 1 E,2,84 1/8,62
R 0 S 2 S 2 Q,0,84 3/8,70
E -2 S 2 S 1 E,3,86 1/8,50
R 0 S 1 S 2 Q,1,86 3/8,59
R 0 S -2 S 2 S 1 S 2 S 2 S 1 Q,0,87 5/8,64
E 1 E,0,91 5/8,67
E -1 E,0,91 7/8,66
E -10 S 1 T 2 T 2 T 2 T 1 T -3 T 2 T 1 T 2 T 2 T -2 H,0,92 1/8,57
E 5 T -2 T -1 T 1 T -1 E.,3,93 5/8,60
E. 2 S -2 S -2 S 2 T -2 T -1 T -2 T 2 Q,1,94 3/16,62
E 1 T -1 T -2 T 2 T 1 E,3,95 1/8,51
E 2 T -2 T -2 T 2 T 2 E,1,95 3/8,57
E -2 S 2 S 1 H,1,95 5/8,55
Q -1 E,0,98 5/8,66
E -3 S 2 S 1 S 2 S 2 S 2 S 1 E.,1,100 1/8,55
E. -1 S -2 S -2 S -2 S -1 S 1 Q,1,100 11/16,64
E 2 E,0,102 7/8,74
E 2 E,1,103 3/8,64
E -1 S -2 S 3 S,0,103 5/8,69
S -1 S,0,103 13/16,69
T -1 T -2 T 2 T 1 E.,0,103 29/32,69
E. -1 S -2 S 2 S 1 S 2 S 2 Q,2,104 3/16,57
E -2 S 2 S 1 E,0,106 1/8,67
E -1 S 1 S -1 E,0,106 3/8,69
E -2 S 2 S 1 E,0,106 5/8,67
E -1 S 1 S -1 E,0,106 7/8,69
S -2 S,0,107 11/16,64
S 1 S,0,107 13/16,67
S 2 S,0,107 15/16,66
R 0 E,1,110 1/8,62
E 5 S 2 S 1 S -1 S -2 S -2 S -1 E,3,110 5/8,55
E 1 E,3,111 1/8,53
E 2 E,2,111 7/8,64
R 0 S,2,112 5/16,60
R 0 S,3,112 7/16,60
S 10 S -1 S -2 S -7 S,3,112 9/16,60
R 0 S 1 T -1 T -2 T 2 T 1 Q,2,112 13/16,59
E. 2 S,1,114 3/16,66
E 2 E,1,114 7/8,67
E. -1 S,0,115 11/16,71
S -1 S -2 S 2 S 1 E.,0,115 13/16,71
E. -2 S -1 S 1 S 2 S 2 S 1 Q,1,116 3/16,58
E 0 S 2 S 1 S,1,117 5/8,62
R 0 S 2 S 1 S 2 Q,0,117 13/16,67
