ornament,voice,bar,pitch
Q -2 Q,1,10 5/4,50
Q -2 Q,0,12 5/4,57
H. -2 Q,1,13 3/4,55
H 9 Q -7 Q -3 Q,1,14 3/2,62
Q -2 Q,1,15 1/4,50
R 0 E -2 E 3 Q,0,20 5/4,56
Q -1 Q,0,20 7/4,56
R 0 Q,1,32 5/4,50
R 0 Q,1,37 5/4,55
R 0 Q,1,47 5/4,50
