note,pitch,duration,chord,bar,mapped voice,cost,category
0,58,1/4,0,1,3,n/a,match
1,70,1/4,0,1,0,n/a,match
2,58,1/8,1,1 1/4,2,n/a,match
3,60,1/8,2,1 3/8,3,n/a,match
4,62,1/8,3,1 1/2,3,n/a,match
5,70,1/8,3,1 1/2,0,0,repetition
6,60,1/8,4,1 5/8,2,n/a,match
7,55,1/4,5,1 3/4,3,n/a,match
8,62,1/4,5,1 3/4,2,n/a,match
9,55,1/16,6,2,2,n/a,match
10,58,1/16,6,2,3,n/a,match
11,70,1/16,6,2,0,n/a,match
12,57,1/16,7,2 1/16,2,n/a,ornamentation
13,58,1/32,8,2 1/8,2,n/a,ornamentation
14,57,1/32,9,2 5/32,2,n/a,ornamentation
15,58,1/32,10,2 3/16,2,n/a,ornamentation
16,60,1/32,11,2 7/32,2,n/a,ornamentation
17,58,1/8,12,2 1/4,2,n/a,match
18,60,1/8,13,2 3/8,3,n/a,match
19,62,1/8,14,2 1/2,3,n/a,match
20,70,1/8,14,2 1/2,0,n/a,match
21,60,1/8,15,2 5/8,2,n/a,match
22,55,1/4,16,2 3/4,3,n/a,match
23,62,1/4,16,2 3/4,2,n/a,match
24,55,1/8,17,3,2,n/a,match
25,58,1/8,17,3,3,n/a,match
26,70,1/8,17,3,0,0,repetition
27,69,1/8,18,3 1/8,2,n/a,ornamentation
28,55,1/8,19,3 1/4,3,n/a,match
29,67,1/8,19,3 1/4,2,n/a,match
30,67,1/8,20,3 3/8,2,n/a,ornamentation
31,57,1/8,21,3 1/2,3,n/a,match
32,67,1/8,21,3 1/2,2,0,repetition
33,72,1/8,21,3 1/2,0,n/a,match
34,66,1/16,22,3 5/8,2,n/a,match
35,64,1/16,23,3 11/16,2,n/a,ornamentation
36,66,1/16,24,3 3/4,2,n/a,match
37,67,1/16,25,3 13/16,2,n/a,ornamentation
38,64,1/16,26,3 7/8,2,n/a,match
39,66,1/16,27,3 15/16,2,n/a,ornamentation
40,55,1/4,28,4,3,n/a,match
41,67,1/4,28,4,2,n/a,match
42,70,1/4,28,4,0,n/a,match
43,55,1/8,29,4 1/4,2,n/a,match
44,57,1/8,30,4 3/8,2,n/a,match
45,55,1/8,31,4 1/2,3,0,repetition
46,58,1/8,31,4 1/2,2,n/a,match
47,70,1/8,31,4 1/2,0,0,repetition
48,60,1/8,32,4 5/8,2,n/a,match
49,57,1/8,33,4 3/4,3,2,adaptation
50,62,1/8,33,4 3/4,2,n/a,match
51,69,1/8,33,4 3/4,0,n/a,match
52,52,1/8,34,4 7/8,3,n/a,match
53,67,1/8,34,4 7/8,0,n/a,match
54,50,1/8,35,5,3,n/a,match
55,62,1/8,35,5,2,0,repetition
56,65,1/8,35,5,1,n/a,match
57,69,1/8,35,5,0,n/a,match
58,60,1/8,36,5 1/8,2,n/a,match
59,57,1/4,37,5 1/4,2,n/a,match
60,50,1/8,38,5 1/2,3,0,repetition
61,58,1/8,38,5 1/2,2,n/a,match
62,62,1/8,38,5 1/2,0,n/a,match
63,65,1/8,38,5 1/2,1,0,repetition
64,64,1/8,39,5 5/8,1,n/a,ornamentation
65,62,1/16,40,5 3/4,1,n/a,ornamentation
66,64,1/16,41,5 13/16,1,n/a,ornamentation
