ornament,voice,bar,pitch
Q -4 E 2 E 2 Q,0,13 5/4,62
Q -2 Q,0,14 1/4,67
H. 2 Q,1,29 3/4,57
H 4 Q,1,29 3/2,62
H. 2 Q,2,32 7/4,45
H 4 Q,2,33 1/2,50
H -3 Q,1,38 3/2,52
Q. 2 E,0,40 7/8,64
Q -3 E 2 E 1 E,0,40 5/4,62
E 2 E,0,40 13/8,67
E 1 E,0,40 15/8,70
