ornament,voice,bar,pitch
S -1 S 1 S 2 S 2 S -4 S 2 S 2 S 1 S,0,26 1/16,64
S -1 S -2 S 2 S 1 S,0,26 9/16,69
S -3 S 2 S 1 S -1 Q,0,26 13/16,67
R 0 S,0,32 11/16,66
T -1 T 1 T -1 T 1 T -1 T -2 T 2 T 1 S,0,32 25/32,66
S -1 S 1 S 2 S 2 S -2 S -2 S -1 S 1 E.,2,33 1/16,57
E. -1 T 1 T -1 E,2,33 11/16,57
E. -2 T 2 T -2 E -1 E 1 Q,1,35 11/16,58
R 0 T -2 T 4 S,1,39 11/16,55
S -2 S 2 T -2 T -2 T 2 T 2 Q,1,39 13/16,55
R 0 S,3,43 11/16,54
S -1 S 1 T -1 T -2 T 2 T 1 S,3,43 13/16,54
R 0 S 1 S 2 S 2 S,0,44 1/16,57
S -2 S -2 S -1 S 1 S,0,44 5/16,60
R 0 S 1 S 2 S 2 S,2,44 9/16,57
S -2 S -2 S -1 S 1 S,2,44 13/16,60
S -5 S 1 S 2 S 2 S,0,45 1/16,57
S -2 S,0,45 5/16,60
S 2 S,0,45 7/16,64
S -1 S,0,45 9/16,64
S 2 S,0,45 11/16,67
S -2 S 2 S 1 S -1 S,0,45 13/16,67
S -2 S,0,46 1/16,67
S 1 S,0,46 3/16,70
S 6 S 2 S 1 S -10 E.,2,46 5/16,64
R 0 T -2 T 3 S,0,46 11/16,66
S -1 S 1 T -1 T -2 T 2 T 1 E,0,46 13/16,66
R 0 S -2 S -1 S -2 S -2 S -1 S -2 S,3,47 1/8,65
R 0 S 2 S 2 S 1 S -1 S 1 S 2 S 2 Q,1,47 9/16,53
E. -1 T 1 T -1 E -2 E 2 Q,1,52 3/16,57
S -1 S -2 S 2 S 1 S,0,56 9/16,64
S -3 S 2 S 1 S -1 E.,0,56 13/16,62
E. 1 T 2 T 2 S,0,57 3/16,65
S 1 S -1 E -2 S,0,57 5/16,70
S -2 S -1 S -2 S 2 S,0,57 9/16,65
S -2 S 2 S 1 S 2 S,0,57 13/16,62
S -1 S -2 S -2 S 2 S,2,58 1/16,57
S 2 S 1 S -3 S 3 S,2,58 5/16,57
S -1 S -2 S 2 S 1 S,0,58 9/16,64
S -1 S 1 S -3 S 3 S,0,58 13/16,64
S -1 S -2 S 2 S 1 S,0,59 1/16,64
S -3 S,0,59 5/16,62
S 1 S,0,59 7/16,65
R 0 E,2,60 3/8,55
E -1 S -2 S 3 S,0,60 5/8,66
S -1 S 1 T -1 T -2 T 2 T 1 S,0,60 13/16,66
S -2 S 2 S 2 S 1 S,0,61 1/16,65
S -3 S 2 S 1 S -1 S,0,61 5/16,67
S -2 S -2 S -1 S 1 S,0,61 9/16,67
R 0 S,1,61 13/16,67
S -4 S,1,61 15/16,65
S 2 S -2 S -1 S 1 S,1,62 1/16,67
R 0 S 2 S 1 S -3 S,0,62 5/16,67
S -2 S -2 S -1 S 1 S,0,62 9/16,65
S -1 S 1 S 2 S 2 S,0,62 13/16,62
S -2 S 2 S 2 S -2 S,0,63 1/16,65
S -4 S 2 S 2 S -2 S,0,63 5/16,63
S -1 S -2 S -2 S 2 S,0,63 9/16,64
S 2 S 1 S -3 S 2 S,0,63 13/16,64
S -2 S 2 S 1 S 2 S,0,64 1/16,62
R 0 S 2 S 2 S -5 E.,1,64 5/16,63
R 0 T -2 T 3 S,0,64 11/16,66
S -1 S,0,64 13/16,66
T -1 T -2 T 2 T 1 S,0,64 29/32,66
S -1 S 1 S 2 S 2 S -2 S -2 S -1 S -2 S 2 S 1 S 2 S -2 Q,1,65 1/16,57
E. 2 T -2 T 3 S -1 S 1 T,1,67 3/16,59
T -1 T -2 T 2 T 1 E,1,67 13/32,59
E 3 S -1 S 1 S,1,68 1/8,65
S -1 S 1 T -1 T -2 T 2 T 1 S,1,68 5/16,64
S -1 S,1,68 9/16,64
S 2 S,1,68 11/16,67
S -2 S 2 S 1 S -3 S,1,69 1/16,62
S 2 S 2 S 1 S -7 E.,2,69 5/16,59
R 0 T -2 T 3 S,1,69 11/16,61
S -1 S 1 T -1 T -2 T 2 T 1 S,1,69 13/16,61
R 0 S 2 S 2 S 1 S -1 S 1 S 2 S -2 S,0,70 1/16,60
S -1 S 1 S 2 S -2 E -1 E,0,70 9/16,64
S -2 S 2 S 2 S -4 S,0,71 1/16,60
S -3 S 1 S 2 S -2 E.,0,71 5/16,57
E. -3 T -2 T 4 S -2 S 2 T -2 T -2 T 2 T 2 S,0,71 11/16,55
R 0 S 1 S 2 S -2 S -2 S -1 S -2 S -2 S,3,72 1/16,59
S -1 S -2 S -2 S 2 Q,3,72 9/16,52
E. -2 T 2 T 2 S -2 S 2 T -2 T -2 T 2 T 2 S,1,73 11/16,58
S 2 S 2 S 1 S 2 S -2 S -1 S -2 S -2 S,1,74 1/16,64
R 0 S 2 S 1 S -1 Q,0,74 9/16,64
R 0 T -2 T 3 S,0,77 11/16,66
S -1 S,0,77 13/16,66
T -1 T -2 T 2 T 1 S,0,77 29/32,66
S -1 S 1 S 2 S 2 S -2 S -2 S -1 S 1 Q,1,78 1/16,57
R 0 E,3,82 7/8,48
R 0 S,2,90 11/16,54
R 0 S 1 T -1 T -2 T 2 T 1 S,1,90 13/16,54
R 0 S 2 S 2 S 1 S -1 S 1 S 2 S 2 S,0,91 1/16,53
S 5 S 2 S 1 S -1 S -2 S -2 S -1 S -2 E.,2,91 9/16,60
E. 3 T -1 T 1 S,2,92 3/16,58
S -1 S 1 T -1 T -2 T 2 T 1 S,2,92 5/16,57
S -1 S -2 S -2 S 2 S,2,92 9/16,57
S 2 S 1 S 2 S 2 E.,2,92 13/16,57
E. 3 T -1 T 1 S,1,93 3/16,58
R 0 S 1 T -1 T -2 T 2 T 1 E.,0,93 5/16,57
R 0 T -2 T 3 S,2,93 11/16,64
S -1 S 1 T -1 T -2 T 2 T 1 Q,2,93 13/16,64
S -1 S 1 S 2 S -2 E.,2,94 5/16,57
E. -1 T 1 T -1 E,2,94 11/16,57
R 0 S 2 S 1 S 2 S,1,95 1/16,55
R 0 S 2 S 1 S -3 S,2,95 5/16,62
S -2 S 2 S 2 S 1 S,2,95 9/16,60
S -1 S 1 S 2 S -2 E -2 E,2,95 13/16,64
E. -1 T 1 T -1 E,2,96 11/16,57
R 0 T -2 T 3 S,2,97 11/16,57
S -1 S 1 T -1 T -2 T 2 T 1 E,2,97 13/16,57
E -3 E 3 S -1 S 1 S 2 S -2 S,2,98 1/8,55
S 2 S 1 S 2 S 2 S -2 S -2 S -1 S -2 E.,1,98 9/16,57
R 0 T 2 T 3 S,2,99 3/16,53
R 0 S 1 T -1 T -2 T 2 T 1 S,1,99 5/16,57
S -1 S -2 S -2 S 2 S,1,99 9/16,57
S 2 S 1 S 2 S 2 E.,1,99 13/16,57
R 0 T -2 T 3 S,3,100 3/16,45
S -1 S 1 T -1 T -2 T 2 T 1 E.,3,100 5/16,45
R 0 T -2 T 3 S,1,100 11/16,64
S -1 S 1 T -1 T -2 T 2 T 1 S,1,100 13/16,64
S -3 S 3 S -1 S -2 S -2 S -2 S -1 S 1 E.,1,101 1/16,62
R 0 T -2 T 3 S,3,101 11/16,52
S -1 S 1 T -1 T -2 T 2 T 1 S,3,101 13/16,52
S -1 S 1 S 2 S -2 S,3,102 1/16,52
S -2 S -1 S -2 S -2 S,3,102 5/16,51
S -2 S 2 S 2 S 1 S,1,102 9/16,60
S -1 S 1 S 2 S -2 S -3 S 3 S,1,102 13/16,64
S -2 S,1,103 3/16,63
R 0 S,2,103 5/16,60
R 0 S,1,103 7/16,57
E. -1 T 1 T -1 E,1,103 11/16,57
E -2 E,1,103 7/8,55
R 0 S,2,104 11/16,57
R 0 S 1 T -1 T -2 T 2 T 1 Q,1,104 13/16,57
S -1 S 1 S 2 S 2 S,2,105 9/16,57
S -2 S 2 S 1 S -1 S,2,105 13/16,60
S -1 S 1 S 2 S 2 S,0,106 1/16,57
S -2 S 2 S 1 S -1 E,0,106 5/16,60
S -5 S 1 S 2 S 2 S,0,107 9/16,57
S -2 S 2 S 2 S 1 Q,0,107 13/16,60
S 2 S 1 S 2 S -2 S,1,110 9/16,57
S -2 S 2 S 2 S 1 E,0,110 13/16,60
R 0 T -2 T 3 S,0,112 3/16,66
S -1 S 1 T -1 T -2 T 2 T 1 E,0,112 5/16,66
E -2 S -2 S -1 S,0,112 5/8,65
S 5 S -2 S -1 S -2 S,2,112 13/16,60
R 0 S 1 S 2 S -2 S,1,113 1/16,57
S -2 S 2 S 2 S 1 S,0,113 5/16,60
S -1 S,0,113 9/16,64
S 2 S,0,113 11/16,67
R 0 T -2 T 3 S,0,114 11/16,66
S -1 S 1 T -1 T -2 T 2 T 1 Q,0,114 13/16,66
S -1 S 1 S 2 S -2 E,2,115 13/16,57
S -1 S 1 S 2 S 2 S -2 S -2 S -1 S 1 Q,2,117 1/16,57
E. 2 T -2 T 3 S,0,118 11/16,64
S -1 S 1 T -1 T -2 T 2 T 1 S,0,118 13/16,64
S -1 S 1 S 2 S -2 S -1 S -2 S -2 S -2 Q,0,119 1/16,64
E. 2 T -2 T 3 S,2,120 11/16,64
S -1 S 1 T -1 T -2 T 2 T 1 S,2,120 13/16,64
S -2 S 2 S 1 S -1 E -2 E 2 E,0,121 1/16,67
E 1 T -1 T -2 T 2 T 1 S,0,121 5/8,70
S -1 S 1 S 2 S -2 E,0,121 13/16,69
E. 2 T -2 T 3 S,1,122 11/16,64
S -1 S 1 T -1 T -2 T 2 T 1 S,1,122 13/16,64
S -2 S 2 S 1 S -1 E,0,123 1/16,67
E -2 E,0,123 3/8,67
E 1 T -1 T -2 T 2 T 1 Q,0,123 5/8,70
