ornament,voice,bar,pitch
R 0 Q,2,31 5/4,48
R 0 Q,5,31 7/4,52
Q -3 Q 2 Q 1 Q -1 H,5,32 1/4,50
E 2 E 1 E -3 E 1 H,5,33 5/8,47
H 2 Q 1 Q 2 Q,5,34 1/2,47
R 0 Q,2,34 5/4,52
Q -2 Q,2,34 7/4,48
Q 3 Q -1 Q -2 Q 2 Q,0,35 5/4,70
R 0 Q,1,36 1/4,48
Q 2 Q,1,36 3/4,52
R 0 E 2 E 2 E 1 Q,2,36 9/8,48
R 0 Q,1,36 7/4,50
R 0 E 3 E -2 E -1 E -2 E -2 E -1 E 1 E,0,37 1/8,69
R 0 E 2 E -2 E -2 E,2,37 9/8,55
E -2 E -1 E -2 E 2 H,2,37 13/8,51
Q -2 Q,1,38 5/4,60
Q 2 Q,1,38 7/4,64
Q 0 Q,0,39 1/4,69
E -1 E -2 E -2 E 2 E,0,39 5/8,71
E -2 E 2 S -2 S 2 S 1 S -1 E,0,39 9/8,67
E -4 E 2 E 2 E 1 Q,0,39 13/8,65
Q -2 Q,4,40 5/4,60
R 0 Q,0,40 7/4,64
R 0 Q 4 Q -4 Q,2,41 1/4,58
E -1 E 1 E -3 E 5 E,0,41 9/8,64
E -2 E -1 E -2 E 2 Q,0,41 13/8,65
Q -3 Q,2,42 3/4,50
R 0 Q,0,42 5/4,61
E -1 E -2 E 2 E 1 Q,0,42 13/8,61
Q -2 Q 2 Q 2 Q -2 H,2,43 1/4,48
E -2 E 2 E 2 E 1 Q,1,44 1/8,60
R 0 E -2 E -2 E,3,44 3/4,64
R 0 E 1 E 2 E 2 Q,1,44 9/8,59
R 0 E -2 E -2 E,3,44 7/4,62
R 0 E,1,45 1/8,60
E 2 E,1,45 3/8,64
Q -3 Q,5,45 3/4,50
R 0 Q 1 Q -17 Q 2 H,2,46 1/4,64
E -7 E 2 E 2 E 1 E 2 E 2 E 1 E -1 Q,0,47 9/8,60
Q 2 Q,2,48 1/4,55
Q 3 Q,2,48 3/4,53
Q -3 Q 1 Q 2 Q 2 H,0,50 5/4,64
Q -4 Q,5,51 3/4,48
Q 2 Q,1,51 5/4,62
Q 3 Q,5,51 7/4,53
R 0 Q 2 Q 2 Q,0,52 1/4,60
Q -7 Q 2 Q 2 Q 5 H,0,53 5/4,60
E -2 E 2 E 2 E -2 Q,4,54 9/8,53
R 0 Q 2 Q 2 Q,0,55 1/4,60
R 0 Q,3,55 5/4,59
Q 2 Q,3,55 7/4,62
Q -7 Q 2 Q 2 Q 5 Q,0,56 5/4,60
Q -3 Q,5,57 1/4,50
Q 1 Q,5,57 3/4,53
Q 1 Q,5,57 5/4,53
R 0 E 1 E 2 E 2 E 2 E 1 E -1 E -2 Q,0,58 9/8,64
R 0 Q,5,59 1/4,52
Q 2 Q,5,59 3/4,55
Q -5 Q 2 Q 2 Q 1 H,2,60 1/4,60
E -2 E 2 E 3 E -1 Q,0,61 1/8,65
R 0 Q,0,61 7/4,64
Q -2 Q 2 Q 2 Q -2 H,3,63 1/4,60
Q 2 Q 2 Q 2 Q 1 Q,5,66 1/4,48
Q 1 Q,0,66 5/4,70
Q -3 Q,0,66 7/4,69
Q -2 Q,0,68 1/4,65
R 0 E 2 E 2 E 1 Q,2,68 5/8,53
Q -1 Q,0,68 5/4,69
Q 2 Q,0,68 7/4,72
R 0 Q 2 Q 2 Q,1,69 1/4,60
Q 1 Q,0,69 5/4,70
Q -3 Q,0,69 7/4,69
Q -1 Q,0,70 1/4,69
Q -2 Q,3,70 3/4,58
R 0 E -2 E 3 E,0,70 5/4,66
E -1 E 1 S -1 S -2 S 2 S 1 Q,0,70 13/8,66
R 0 Q,4,71 1/4,54
R 0 Q,1,71 3/4,57
E 2 E -2 E -2 E 2 E,2,72 9/8,64
E 5 E -2 E -1 E -2 Q,4,72 13/8,60
Q -2 Q,2,73 1/4,62
R 0 Q,0,75 1/4,67
R 0 Q,2,75 5/4,60
R 0 Q,0,75 7/4,69
Q 3 Q,3,76 1/4,58
R 0 Q,0,76 5/4,67
E -1 E 1 E -3 E 5 E -2 E -1 E -2 E 3 Q,0,77 1/8,69
Q -1 Q,0,77 5/4,69
R 0 Q,4,77 7/4,54
Q 0 Q 5 Q -6 Q 1 W,4,78 1/4,55
