ornament,voice,bar,pitch
S -1 S -2 S -2 S -2 T -1 T 1 T 2 T 2 T 2 T 1 T 2 T 1 E,0,1 1/16,66
E 2 S 1 S 2 S -2 S 2 T -2 T -1 T -2 T -1 S,1,1 5/8,69
S 1 S -1 S -2 S 3 S -1 S 1 T -1 T -2 T 2 T 1 S,1,2 1/16,67
S -1 S 1 S 2 S 1 S -1 S 1 S 2 S 2 Q,0,2 9/16,66
E -1 S -2 S 3 S,1,4 1/8,66
S -1 S 1 T -1 T -2 T 2 T 1 E,1,4 5/16,66
E -1 S 1 S 2 S -2 S 2 T -2 T -1 T -2 T 2 S,0,4 5/8,69
S -5 S 1 S 2 S 2 S,0,5 1/16,64
S -2 S 2 S 1 S -1 E,0,5 5/16,67
E -5 S 1 S 2 S,0,5 5/8,64
S -2 S,0,5 13/16,65
R 0 T -1 T -2 T -2 E,1,5 29/32,65
E -1 S 1 S 2 S -2 S 2 T -2 T -1 T 1 T 2 S,1,6 1/8,59
S -1 S 1 S 2 S 2 S -2 S 2 S 1 S 2 S,0,6 9/16,64
S -2 S -2 S -1 S 1 T,3,7 1/16,55
R 0 T 1 T 2 T 2 T -2 T 2 T 2 T 1 S,2,7 9/32,52
R 0 S 1 S 2 S 2 S,1,7 9/16,59
S 2 S,1,7 13/16,66
R 0 S,0,7 15/16,69
S -1 S 1 S 2 S -2 E,0,8 1/16,69
S -2 S -1 S 1 S 0 S,0,8 9/16,70
S -1 S -2 S 2 S -2 S,0,8 13/16,69
S 5 S,2,9 1/16,65
S -2 S,2,9 3/16,62
R 0 S,0,9 5/16,65
S 2 S,0,9 7/16,69
S -1 S,0,9 9/16,69
T -1 T -2 T -2 T 2 S,0,9 21/32,69
S -2 S,0,9 13/16,65
T -2 T -1 T -2 T 2 S,0,9 29/32,65
S -5 S 1 S 2 S 2 S -2 S 2 S,0,10 1/16,59
R 0 S,1,10 7/16,65
S -2 S 2 S 2 S -2 E,1,10 13/16,65
R 0 S 2 T -2 T -1 T 1 T 2 S,0,11 5/16,65
R 0 S 2 T -2 T -1 T -2 T 3 S,1,11 9/16,65
S -1 S -2 S 2 S 1 S,1,11 13/16,64
S -1 S -2 S -2 S 2 T,1,12 1/16,64
R 0 T 2 T 2 T 1 T -1 T 1 T 2 T 2 S,0,12 9/32,60
S 5 S,1,12 9/16,67
R 0 S,0,12 11/16,64
S 2 S,0,12 13/16,67
S 1 S,0,12 15/16,70
E -2 S -1 S -2 T -2 T -1 T 1 T 2 T 2 T 1 T 2 T 2 Q,0,13 1/8,70
R 0 S 2 S 1 T,2,13 3/4,50
R 0 T 1 T 2 T 2 S,3,13 29/32,52
S -5 S 2 S 2 S 1 S,1,14 1/16,55
S -1 S 1 S 2 S 2 E,1,14 5/16,59
E 6 S -1 S -2 T,1,14 5/8,70
T -2 T -1 T 1 T 2 T,1,14 25/32,65
R 0 T 1 T 2 T -2 S,0,14 29/32,69
S -1 S 1 S 2 S -2 E -1 E,0,15 1/16,69
S -2 S,0,15 9/16,70
S 1 S,0,15 11/16,70
S 2 S,1,15 13/16,67
R 0 S,0,15 15/16,64
S -2 S -1 S 1 S 0 E,1,16 5/16,62
E -1 S -2 S 3 S,1,16 5/8,61
S -1 S 1 T -1 T -2 T 2 T 1 Q,1,16 13/16,61
S -1 S,0,17 9/16,64
S 2 S,0,17 11/16,67
S -2 S,0,17 13/16,67
S 1 S,0,17 15/16,70
S -2 S,3,18 1/16,55
R 0 S,1,18 3/16,58
S -2 S,0,18 5/16,70
R 0 S,2,18 7/16,67
S -1 S,2,18 9/16,64
S -2 S,2,18 11/16,60
S -1 S 1 S 2 S -2 E,0,18 13/16,69
S -2 S,0,19 5/16,67
R 0 S,2,19 7/16,67
R 0 S -1 S -2 S 3 S,0,19 9/16,67
S -1 S,0,19 13/16,66
T -1 T -2 T 2 T 1 H,0,19 29/32,66
H 5 S -1 S -2 T -2 T -2 T -1 T 1 T,1,20 1/2,67
R 0 T 2 T 2 T 1 E 3 E.,0,20 25/32,62
E. -1 S,0,21 3/16,69
T -2 T -1 T 1 T 2 T,0,21 9/32,65
T 2 T 1 T 2 T -2 S,0,21 13/32,69
