ornament,voice,bar,pitch
E. -2 S -1 S 1 S 2 S 2 S 1 E,0,3 3/16,65
E -1 E -2 E 2 E 1 Q,0,3 5/8,69
E. -2 S -2 S 2 S 2 S,0,5 3/16,67
S 1 S,0,5 7/16,70
R 0 S 2 S 1 S 2 S 2 S 1 S 2 E,0,6 1/8,62
E -2 E -2 E 4 E -2 E,3,6 5/8,55
E 6 S -1 S 1 S -1 S -2 S -2 S -1 E,1,7 1/8,70
E -2 S 2 S 2 S -2 S -2 S -1 S 1 E,2,7 5/8,58
E 0 S -2 S -1 S 1 S 2 S 2 S 1 E,0,8 1/8,67
E -2 E,4,8 5/8,41
E 2 E,4,8 7/8,45
R 0 E,0,9 1/8,70
E -1 E,0,9 5/8,64
E -7 S 2 S 1 S 2 S 2 S,0,10 1/8,62
S 1 S,0,10 7/16,70
E. -2 S 2 S 1 S 2 S 2 S -2 H,2,10 11/16,55
R 0 S -2 S 2 S -2 S -1 S -2 S -2 E,4,11 5/8,55
E 11 S -2 S -2 S -2 S -1 S -2 S -2 E,2,12 1/8,71
E 0 E -2 E -1 E -2 E.,4,12 5/8,48
E. -2 S -1 S 1 S 2 S 2 S 1 E.,0,13 3/16,65
E. -2 S 2 S -2 S 2 S 2 S 1 E,4,13 11/16,41
E 0 E,0,14 1/8,70
E -1 S 1 S 2 S,4,14 5/8,45
S -2 S -1 S -2 S -2 Q,4,14 13/16,46
R 0 S,1,16 3/16,57
S -1 S,1,16 5/16,59
R 0 T -2 T 2 T 1 E,2,16 13/32,59
E -2 S 2 S 2 S -2 S 2 T -2 T -2 T 2 T 2 Q,3,16 5/8,53
E -4 E 2 E 2 E 1 Q,3,18 1/8,53
E 1 E,1,19 1/8,65
E 3 E,1,19 3/8,67
E -2 S 2 S -2 E,1,19 7/8,62
E -1 S 1 S 2 S,3,20 1/8,52
S -2 S,3,20 5/16,53
R 0 S,2,23 3/16,57
S 2 S,2,23 5/16,60
S -4 S,2,23 7/16,58
E -5 E,3,23 5/8,50
R 0 E,4,23 7/8,48
E -1 S 3 S -2 E -1 E,0,24 1/8,64
R 0 E,1,24 5/8,60
E 4 E,1,24 7/8,62
E -1 S -2 S 2 S,1,25 1/8,59
R 0 S 2 S 2 S 1 E,0,25 5/16,60
R 0 S,2,25 11/16,55
R 0 S,1,25 13/16,58
S 2 S,1,25 15/16,62
E 2 E,0,26 5/8,67
S -1 S,0,27 3/16,69
S -2 S,0,27 5/16,65
S -2 S,0,27 7/16,62
S 2 S,0,28 15/16,69
R 0 E,1,29 3/8,65
R 0 E,0,29 7/8,67
E 0 E,0,30 1/8,67
R 0 E,0,31 1/8,70
E. -1 S -2 S 2 S 1 S,0,31 11/16,64
S 2 S,0,31 15/16,67
E -2 S 2 S -2 E,0,34 5/8,67
E 2 S -2 S 0 E,0,36 3/8,67
E -1 S -2 S 3 S,0,36 5/8,64
S -1 S 1 T -1 T -2 T 2 T 1 Q,0,36 13/16,64
R 0 S,1,37 11/16,62
R 0 S,2,37 13/16,58
S -2 S,2,37 15/16,55
E -6 S 1 S 2 S 2 S 1 S 2 S -2 W,0,38 5/8,59
