ornament,voice,bar,pitch
E. -1 S 1 E 2 E,1,1 11/16,54
E 1 T -1 T -2 T 2 T 1 Q,1,2 1/8,60
E -3 S 1 S 2 S,0,3 1/8,66
R 0 S,1,3 5/16,67
S -2 S,1,3 7/16,64
S 2 S,1,4 11/16,64
S 1 S,1,4 13/16,67
S -3 S,1,4 15/16,66
E -6 S 1 S 2 S 2 S 1 S 2 S -2 Q.,1,5 1/8,61
E 2 T -2 T -1 T 1 T 2 E,5,6 7/8,57
E -2 E,5,7 1/8,55
S 3 S,5,8 3/16,52
S -2 S,5,8 9/16,52
S 1 S,5,8 11/16,55
S -2 S,5,8 13/16,55
S -3 S,5,8 15/16,54
R 0 E,4,11 1/8,55
S -2 S,1,13 9/16,57
S 1 S,1,13 11/16,60
S -2 S,1,13 13/16,60
S 2 S,1,13 15/16,64
E -1 E,1,14 1/8,64
E -2 S 2 S 0 E,1,14 3/8,60
T -2 T -1 T 1 T 2 E,1,14 29/32,60
E -1 S 1 S 2 S,0,15 1/8,66
S -2 S,0,15 5/16,67
S -2 S,0,15 7/16,64
E 1 E,0,15 5/8,67
E -1 E,0,15 7/8,66
R 0 S,3,17 11/16,57
R 0 S,2,17 13/16,60
S 2 S,2,17 15/16,64
E. -1 S,2,18 3/16,64
R 0 E,4,18 3/8,53
S -2 S,2,18 11/16,59
S 1 S,2,18 13/16,62
S 2 S,2,18 15/16,61
R 0 E,3,19 1/8,55
Q -1 E,3,19 7/8,54
E -1 S 1 S 2 S,0,21 5/8,66
S -2 S,0,21 13/16,67
S -1 S,0,21 15/16,64
E -5 S 2 S 2 S,2,22 1/8,55
S 1 S 2 S -3 S 1 E,2,22 5/16,60
E 2 E,0,22 5/8,66
E -2 S 2 S 1 S,3,24 5/8,57
R 0 S 2 S 2 S 1 Q,2,24 13/16,62
E -2 E,2,25 5/8,62
E -1 S -2 S 2 E,2,26 1/8,59
E -2 S 2 S 1 Q,2,26 3/8,57
R 0 S 2 S 2 S 1 S 2 S 2 S 1 Q,2,28 1/8,57
E 2 E,0,29 3/8,71
E -2 S 4 S -2 E,2,29 5/8,62
E 1 T -1 T -2 T 2 T -2 E,2,30 3/8,60
S -2 S,0,30 11/16,64
S 1 S,0,30 13/16,67
S 2 S,0,30 15/16,66
E. 1 S 2 S -2 S -1 S -2 S 2 E,3,31 3/16,60
E 1 T -1 T -2 T 2 T -2 E,3,31 5/8,60
S 6 S 1 S 2 S -10 S,4,32 5/16,59
R 0 S 1 S 2 S -2 E,3,32 9/16,59
E 2 S -2 S 0 E,3,33 3/8,57
S 1 S,1,33 11/16,60
S -2 S,1,33 13/16,60
S -2 S,1,33 15/16,57
S 8 S -1 S -2 S -2 S -2 S -1 S -2 S 2 E,1,34 1/16,67
E 1 T -1 T -2 T 2 T -2 E,1,34 5/8,60
E 2 T -2 T -2 T 2 T -2 E,5,35 1/8,57
E 2 E,1,35 3/8,59
S 2 S 2 S -2 S -2 E,1,35 9/16,62
R 0 S -2 S -1 E,3,36 3/8,57
E. -1 S 1 S 2 S 2 S 1 S 2 E,1,37 3/16,54
R 0 S -2 S 2 S 1 S 2 S 2 S 1 Q,0,37 5/8,61
Q -4 S 2 S 2 S 1 S -1 E,2,38 1/4,55
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E.,2,38 5/8,57
E. 2 S -2 E -1 E -2 E.,5,39 3/16,50
E. 2 S 1 S -3 S 2 S 1 S 2 E,5,39 11/16,47
E -3 E,5,40 1/8,47
R 0 E,4,40 3/8,50
E -2 S 4 S -2 E,1,41 7/8,62
E. -2 S 2 S -2 S -1 S -2 S -2 Q,5,43 3/16,48
E -2 S 2 S 2 Q,1,44 3/8,60
R 0 S,1,44 13/16,59
S 2 S,1,44 15/16,62
S -2 S,5,45 15/16,50
R 0 S,2,47 3/16,60
S 2 S,2,47 5/16,59
S 2 S,2,47 7/16,62
E -3 E,2,49 1/8,62
E 1 E,2,49 5/8,67
E -1 E,2,49 7/8,66
E. -2 S 2 S -2 S -2 S,2,51 3/16,62
S -1 S,2,51 7/16,59
E 2 E,2,51 5/8,62
E 2 S -2 S -1 E,0,52 3/8,67
E -1 S -2 S 2 S,2,52 5/8,61
S 1 S -3 S 2 S 1 S,2,52 13/16,62
R 0 S 1 S 2 S -2 E,0,53 1/16,64
S -2 S -1 S -2 S 2 S,0,54 5/16,67
Q -1 S 1 T -1 T -2 T 2 T 1 Q,0,54 13/16,66
E. -1 S,1,56 11/16,64
