ornament,voice,bar,pitch
R 0 S -1 S -2 S -2 Q,2,56 13/16,60
Q 0 E,2,57 1/4,55
S 2 S,4,58 11/16,57
R 0 S,2,58 13/16,60
R 0 S,1,58 15/16,59
E -1 E,1,59 1/8,59
E -2 S 2 S 1 E,1,60 7/8,59
E 4 S 1 S 2 E,5,61 3/8,47
R 0 S 2 S -2 S -1 S -2 S -2 Q,4,62 3/16,60
E 2 E,0,63 5/8,67
E 2 E,0,63 7/8,71
E -1 E,1,64 3/8,59
S -2 S,0,64 11/16,64
S -3 S,0,64 13/16,64
E. 1 S 2 S -2 S -1 S -2 S 2 Q,3,65 3/16,60
T -1 T -2 T 2 T 1 E,2,66 5/32,59
R 0 E,2,67 5/8,64
S -2 S,2,67 13/16,60
S -2 S,2,67 15/16,57
E -1 E,2,72 3/8,64
E -6 E,1,72 5/8,53
E -1 E,0,72 7/8,71
E 2 T -2 T -2 T 2 T 2 Q,1,73 5/8,57
E 2 S -2 S -1 E,1,74 3/8,57
E 1 E,1,74 5/8,55
E -1 E,1,74 7/8,54
R 0 S 2 S 1 S,2,75 1/8,57
R 0 S 1 T -1 T -2 T -2 T -2 Q,4,75 5/16,59
E. -1 S 1 S 2 S 2 S 1 S 2 E,3,76 3/16,54
R 0 E,2,76 5/8,60
R 0 E,3,76 7/8,62
E. 4 S,3,77 3/16,64
S -2 S -1 S -2 S 2 E,3,77 5/16,60
E 1 S 2 S 2 T -2 T -2 T -1 T 1 T -1 T -2 T -2 T 2 E,3,77 5/8,60
E. 2 S,3,78 11/16,62
R 0 S,2,78 13/16,62
R 0 S,3,78 15/16,60
R 0 E,3,80 7/8,62
E 2 E,4,81 1/8,54
E. 1 S,3,81 7/16,60
E 1 E,5,81 3/4,48
E. 2 S 2 S -4 S 2 S 2 S 1 E,5,82 3/16,45
E -2 S 2 S 2 S -2 S 2 T -2 T -2 T 2 T 2 Q,3,82 5/8,53
E 2 S -2 S -1 E,3,84 3/8,57
E. -7 S 2 S 2 S 1 S,3,85 3/16,48
S 2 S,3,85 7/16,55
R 0 S 1 S 2 S -2 S -1 S,2,85 5/8,59
R 0 S,3,85 15/16,57
E 1 T -1 T -2 T 2 T -2 E,3,86 1/8,60
R 0 E,5,86 3/8,48
E 4 E,5,86 7/8,47
E -2 E,5,87 1/8,43
R 0 E,0,87 3/8,72
E -1 E,2,88 1/8,64
E 3 E,2,88 3/8,65
E -1 S 1 S 2 S,3,88 5/8,59
S -2 S -1 S -2 S 2 Q,3,88 13/16,60
E -1 S -2 S -2 E,1,91 1/8,59
R 0 E,3,91 3/8,60
E 1 E,4,93 5/8,55
E. -2 S 2 S -2 S -2 S,0,94 3/16,69
S -1 S,0,94 7/16,66
E -1 E,0,95 1/8,71
E 1 S -1 S -2 S 2 S 1 S,1,95 5/8,67
S 2 S,1,95 15/16,69
E. -2 S -2 S 2 S 2 S 1 S 2 Q,0,96 3/16,69
R 0 E,0,96 7/8,74
E 1 E,1,97 5/8,67
E 14 S -2 S -1 S -2 S -2 T -2 T -1 T -2 T -2 H,4,98 1/8,69
R 0 E 2 E -2 E,3,99 1/4,55
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E,0,99 5/8,69
E 2 E 2 E -2 E -2 E.,5,100 1/8,50
E. 2 S -2 S -1 S -2 S -2 S 2 E,5,100 11/16,50
E -2 S 2 S 2 S,1,101 1/8,62
R 0 S 2 S 2 S 1 E,0,101 5/16,67
E -1 E -2 E -2 E 2 Q,0,101 5/8,71
Q -7 S 2 S 2 S 1 S 2 Q,0,102 1/4,62
R 0 S,3,103 3/16,60
S -2 S -1 S -2 S 2 E,3,103 5/16,60
E -7 E 4 E 1 E 2 E.,2,103 5/8,55
E. -2 S -2 S 2 S 2 S 1 S 2 S,0,104 3/16,64
R 0 S -1 S -2 S 3 E,1,104 9/16,67
R 0 E,0,104 7/8,66
E -2 E,5,105 7/8,45
E -6 S 1 S 2 S 2 S 1 S 2 S -2 E,0,106 1/8,61
R 0 E,3,106 5/8,55
E -2 E,3,106 7/8,52
