note,pitch,duration,onset,chord,bar,mapped voice,cost,category
0,53,1/8,0/96,0,1,4,n/a,match
1,60,1/8,0/96,0,1,3,n/a,match
2,69,1/8,0/96,0,1,2,n/a,match
3,59,1/16,1/8,1,1 1/8,3,n/a,ornamentation
4,60,1/16,3/16,2,1 3/16,3,n/a,ornamentation
5,62,1/16,1/4,3,1 1/4,3,n/a,ornamentation
6,60,1/16,5/16,4,1 5/16,3,n/a,ornamentation
7,59,1/16,3/8,5,1 3/8,3,n/a,ornamentation
8,60,1/16,7/16,6,1 7/16,3,n/a,ornamentation
9,53,1/8,1/2,7,1 1/2,4,0,repetition
10,62,1/8,1/2,7,1 1/2,3,n/a,match
11,69,1/8,1/2,7,1 1/2,2,0,repetition
12,64,1/8,5/8,8,1 5/8,3,n/a,ornamentation
13,50,1/8,3/4,9,1 3/4,4,n/a,match
14,65,1/8,3/4,9,1 3/4,3,n/a,match
15,67,1/8,7/8,10,1 7/8,3,n/a,ornamentation
16,50,1/8,1/1,11,2,4,n/a,match
17,65,1/8,1/1,11,2,3,0,repetition
18,69,1/8,1/1,11,2,2,0,repetition
19,70,1/16,9/8,12,2 1/8,3,n/a,ornamentation
20,69,1/16,19/16,13,2 3/16,3,n/a,ornamentation
21,67,1/16,5/4,14,2 1/4,3,2,adaptation
22,65,1/16,21/16,15,2 5/16,3,n/a,ornamentation
23,64,1/16,11/8,16,2 3/8,3,0,repetition
24,62,1/16,23/16,17,2 7/16,3,n/a,ornamentation
25,57,1/8,3/2,18,2 1/2,4,n/a,match
26,64,1/8,3/2,18,2 1/2,3,n/a,match
27,69,1/8,3/2,18,2 1/2,2,0,repetition
28,72,1/8,3/2,18,2 1/2,0,n/a,match
29,62,1/8,13/8,19,2 5/8,3,n/a,ornamentation
30,57,1/8,7/4,20,2 3/4,4,0,repetition
31,64,1/8,7/4,20,2 3/4,3,0,repetition
32,72,1/8,15/8,21,2 7/8,0,n/a,ornamentation
33,50,1/8,2/1,22,3,4,n/a,match
34,62,1/8,2/1,22,3,3,n/a,match
35,69,1/8,2/1,22,3,2,0,repetition
36,74,1/8,2/1,22,3,0,n/a,match
37,76,1/8,17/8,23,3 1/8,0,n/a,ornamentation
38,77,1/4,9/4,24,3 1/4,0,n/a,match
39,50,1/8,5/2,25,3 1/2,4,0,repetition
40,62,1/8,5/2,25,3 1/2,3,0,repetition
41,69,1/8,5/2,25,3 1/2,2,0,repetition
42,77,1/8,21/8,26,3 5/8,0,n/a,ornamentation
43,60,1/8,11/4,27,3 3/4,3,n/a,match
44,76,1/8,11/4,27,3 3/4,0,n/a,match
45,58,1/8,23/8,28,3 7/8,3,n/a,match
46,74,1/8,23/8,28,3 7/8,0,n/a,match
47,57,1/8,3/1,29,4,3,n/a,match
48,60,1/8,3/1,29,4,1,n/a,match
49,69,1/8,3/1,29,4,2,0,repetition
50,76,1/8,3/1,29,4,0,n/a,match
51,53,1/8,25/8,30,4 1/8,1,n/a,ornamentation
52,55,1/8,13/4,31,4 1/4,1,n/a,ornamentation
53,57,1/8,27/8,32,4 3/8,1,n/a,ornamentation
54,50,1/4,7/2,33,4 1/2,3,n/a,match
55,62,1/4,7/2,33,4 1/2,1,n/a,match
56,69,1/4,7/2,33,4 1/2,2,0,repetition
57,74,1/4,7/2,33,4 1/2,0,n/a,match
58,62,1/4,15/4,34,4 3/4,3,n/a,match
59,65,1/4,15/4,34,4 3/4,1,n/a,match
60,64,1/8,4/1,35,5,3,n/a,match
61,65,1/8,4/1,35,5,1,0,repetition
62,67,1/8,4/1,35,5,2,n/a,match
63,62,1/8,33/8,36,5 1/8,3,n/a,match
64,60,1/8,17/4,37,5 1/4,3,n/a,ficta
65,64,1/8,17/4,37,5 1/4,1,n/a,match
66,59,1/8,35/8,38,5 3/8,3,n/a,match
67,62,1/8,35/8,38,5 3/8,1,n/a,match
68,60,1/8,9/2,39,5 1/2,3,n/a,ficta
69,64,1/8,9/2,39,5 1/2,1,n/a,match
70,67,1/8,9/2,39,5 1/2,2,0,repetition
71,76,1/8,9/2,39,5 1/2,0,n/a,match
72,62,1/8,37/8,40,5 5/8,3,n/a,ornamentation
73,62,1/8,19/4,41,5 3/4,3,1,adaptation
74,64,1/8,19/4,41,5 3/4,1,0,repetition
75,60,1/8,39/8,42,5 7/8,3,1,adaptation
76,76,1/8,39/8,42,5 7/8,0,0,repetition
77,62,1/8,5/1,43,6,1 and 3,n/a,match
78,65,1/8,5/1,43,6,2,n/a,match
79,77,1/8,5/1,43,6,0,n/a,match
80,64,1/8,41/8,44,6 1/8,0,n/a,ornamentation
81,65,1/8,21/4,45,6 1/4,0,n/a,ornamentation
82,76,1/8,43/8,46,6 3/8,0,n/a,match
83,50,1/8,11/2,47,6 1/2,4,n/a,match
84,65,1/8,11/2,47,6 1/2,2,0,repetition
85,62,1/8,11/2,47,6 1/2,1,n/a,match
86,74,1/8,11/2,47,6 1/2,0,n/a,match
87,72,1/8,45/8,48,6 5/8,0,n/a,match
88,57,1/4,23/4,49,6 3/4,3,n/a,match
89,74,1/4,23/4,49,6 3/4,0,n/a,match
90,55,1/8,6/1,50,7,4,n/a,match
91,58,1/8,6/1,50,7,3,n/a,match
92,62,1/8,6/1,50,7,1 and 2,n/a,match
93,74,1/8,6/1,50,7,0,0,repetition
94,57,1/8,49/8,51,7 1/8,3,n/a,match
95,72,1/8,49/8,51,7 1/8,0,n/a,match
96,55,1/8,25/4,52,7 1/4,3,n/a,match
97,70,1/8,25/4,52,7 1/4,0,n/a,match
98,53,1/8,51/8,53,7 3/8,3,n/a,match
99,69,1/8,51/8,53,7 3/8,0,n/a,match
100,55,1/8,13/2,54,7 1/2,3 and 4,n/a,match
101,62,1/8,13/2,54,7 1/2,2,0,repetition
102,67,1/8,13/2,54,7 1/2,1,n/a,match
103,70,1/8,13/2,54,7 1/2,0,n/a,match
104,55,1/16,53/8,55,7 5/8,1,n/a,ornamentation
105,57,1/16,107/16,56,7 11/16,1,n/a,ornamentation
106,58,1/16,27/4,57,7 3/4,1,n/a,ornamentation
107,60,1/16,109/16,58,7 13/16,1,n/a,ornamentation
108,62,1/16,55/8,59,7 7/8,1,n/a,ornamentation
109,64,1/16,111/16,60,7 15/16,1,n/a,ornamentation
110,50,1/8,7/1,61,8,4,n/a,match
111,57,1/8,7/1,61,8,3,n/a,match
112,62,1/8,7/1,61,8,2,0,repetition
113,65,1/8,7/1,61,8,1,n/a,match
114,69,1/8,7/1,61,8,0,n/a,match
115,48,1/8,57/8,62,8 1/8,4,n/a,ornamentation
116,50,1/8,29/4,63,8 1/4,4,n/a,ornamentation
117,52,1/8,59/8,64,8 3/8,4,n/a,match
118,53,1/8,15/2,65,8 1/2,4,n/a,match
119,57,1/8,15/2,65,8 1/2,3,0,repetition
120,62,1/8,15/2,65,8 1/2,2,0,repetition
121,65,1/8,15/2,65,8 1/2,1,0,repetition
122,67,1/16,61/8,66,8 5/8,1,n/a,ornamentation
123,65,1/16,123/16,67,8 11/16,1,n/a,ornamentation
124,55,1/8,31/4,68,8 3/4,4,n/a,match
125,58,1/8,31/4,68,8 3/4,3,n/a,match
126,64,1/8,31/4,68,8 3/4,1,n/a,match
127,62,1/8,63/8,69,8 7/8,1,n/a,match
128,48,1/4,8/1,70,9,4,n/a,match
129,60,1/4,8/1,70,9,3,n/a,match
130,64,1/4,8/1,70,9,1,n/a,match
131,67,1/4,8/1,70,9,2,n/a,match
132,55,1/4,33/4,71,9 1/4,4,n/a,match
133,58,1/4,33/4,71,9 1/4,3,n/a,match
134,62,1/4,33/4,71,9 1/4,1,n/a,match
135,48,1/8,17/2,72,9 1/2,4,n/a,match
136,60,1/8,17/2,72,9 1/2,3,n/a,match
137,64,1/8,17/2,72,9 1/2,1,n/a,match
138,67,1/8,17/2,72,9 1/2,2,0,repetition
139,50,1/8,69/8,73,9 5/8,4,n/a,match
140,52,1/8,35/4,74,9 3/4,4,n/a,match
141,55,1/8,35/4,74,9 3/4,3,n/a,match
142,53,1/8,71/8,75,9 7/8,4,n/a,match
143,55,1/8,9/1,76,10,4,n/a,match
144,60,1/8,9/1,76,10,1,4,adaptation
145,67,1/8,9/1,76,10,2,0,repetition
