note,pitch,duration,chord,bar,mapped voice,cost,category
0,57,1/2,0,1,3,n/a,match
1,60,1/2,0,1,2,n/a,match
2,57,1/2,1,1 1/2,3,0,repetition
3,60,1/2,1,1 1/2,2,0,repetition
4,72,1/2,1,1 1/2,0,n/a,match
5,48,1/2,2,2,4,n/a,match
6,55,1/2,2,2,3,n/a,match
7,60,1/2,2,2,2,0,repetition
8,64,1/2,2,2,1,n/a,match
9,72,1/2,2,2,0,0,repetition
10,48,1/2,3,2 1/2,4,0,repetition
11,55,1/2,3,2 1/2,3,0,repetition
12,60,1/2,3,2 1/2,2,0,repetition
13,64,1/2,3,2 1/2,1,0,repetition
14,67,1/2,3,2 1/2,0,n/a,match
15,43,3/16,4,3,4,n/a,match
16,55,3/16,4,3,3,n/a,match
17,58,3/16,4,3,2,n/a,match
18,62,3/16,4,3,1,n/a,match
19,67,3/16,4,3,0,n/a,match
20,65,1/16,5,3 3/16,0,n/a,ornamentation
21,64,1/16,6,3 1/4,0,n/a,ornamentation
22,65,1/16,7,3 5/16,0,n/a,ornamentation
23,67,1/16,8,3 3/8,0,n/a,ornamentation
24,69,1/16,9,3 7/16,0,n/a,ornamentation
25,43,1/8,10,3 1/2,4,n/a,match
26,55,1/8,10,3 1/2,3,0,repetition
27,58,1/8,10,3 1/2,2,0,repetition
28,62,1/8,10,3 1/2,1,0,repetition
29,70,1/8,10,3 1/2,0,n/a,match
30,69,1/8,11,3 5/8,0,n/a,ornamentation
31,67,1/8,12,3 3/4,0,n/a,ornamentation
32,69,1/8,13,3 7/8,0,n/a,ornamentation
33,46,1/4,14,4,4,n/a,match
34,53,1/4,14,4,3,n/a,match
35,58,1/4,14,4,2,n/a,match
36,62,1/4,14,4,1,n/a,match
37,70,1/4,14,4,0,0,repetition
38,69,1/8,15,4 1/4,0,n/a,match
39,67,1/8,16,4 3/8,0,n/a,match
40,46,1/4,17,4 1/2,4,0,repetition
41,53,1/4,17,4 1/2,3,0,repetition
42,58,1/4,17,4 1/2,2,0,repetition
43,62,1/4,17,4 1/2,1,0,repetition
44,65,1/4,17,4 1/2,0,n/a,match
45,45,1/8,18,4 3/4,4,n/a,match
46,67,1/8,19,4 7/8,0,n/a,match
47,41,3/16,20,5,4,n/a,match
48,57,3/16,20,5,2,n/a,match
49,60,3/16,20,5,1,n/a,match
50,69,3/16,20,5,0,n/a,match
51,67,1/16,21,5 3/16,0,n/a,ornamentation
52,65,1/16,22,5 1/4,0,n/a,ornamentation
53,67,1/16,23,5 5/16,0,n/a,ornamentation
54,69,1/16,24,5 3/8,0,0,repetition
55,70,1/16,25,5 7/16,0,n/a,ornamentation
56,41,1/2,26,5 1/2,4,0,repetition
57,57,1/2,26,5 1/2,2,0,repetition
58,60,1/2,26,5 1/2,1,0,repetition
59,72,1/2,26,5 1/2,0,n/a,match
60,57,1/8,27,6,3,n/a,match
61,60,1/8,27,6,2,n/a,match
62,62,1/16,28,6 1/8,0,n/a,ornamentation
63,64,1/16,29,6 3/16,0,n/a,ornamentation
64,65,1/16,30,6 1/4,0,n/a,ornamentation
65,67,1/16,31,6 5/16,0,n/a,ornamentation
66,69,1/16,32,6 3/8,0,n/a,ornamentation
67,70,1/16,33,6 7/16,0,n/a,ornamentation
68,57,1/8,34,6 1/2,3,0,repetition
69,60,1/8,34,6 1/2,2,0,repetition
70,72,1/8,34,6 1/2,0,n/a,match
71,55,1/8,35,6 5/8,3,n/a,ornamentation
72,53,1/8,36,6 3/4,3,n/a,ornamentation
73,57,1/8,37,6 7/8,3,n/a,ornamentation
74,48,1/8,38,7,4,n/a,match
75,55,1/8,38,7,3,n/a,match
76,60,1/8,38,7,2,0,repetition
77,64,1/8,38,7,1,n/a,match
78,72,1/8,38,7,0,0,repetition
79,70,1/16,39,7 1/8,1,n/a,ornamentation
80,69,1/16,40,7 3/16,1,n/a,ornamentation
81,70,1/16,41,7 1/4,1,n/a,ornamentation
82,69,1/16,42,7 5/16,1,n/a,ornamentation
83,67,1/16,43,7 3/8,1,n/a,ornamentation
84,65,1/16,44,7 7/16,1,n/a,ornamentation
85,48,1/8,45,7 1/2,4,0,repetition
86,55,1/8,45,7 1/2,3,0,repetition
87,60,1/8,45,7 1/2,2,0,repetition
88,64,1/8,45,7 1/2,1,0,repetition
89,67,1/8,45,7 1/2,0,n/a,match
90,58,1/16,46,7 5/8,2,n/a,ornamentation
91,60,1/16,47,7 11/16,2,n/a,ornamentation
92,62,1/16,48,7 3/4,2,n/a,ornamentation
93,60,1/16,49,7 13/16,2,n/a,ornamentation
94,58,1/16,50,7 7/8,2,n/a,ornamentation
95,57,1/16,51,7 15/16,2,n/a,ornamentation
96,43,1/8,52,8,4,n/a,match
97,55,1/8,52,8,3,n/a,match
98,58,1/8,52,8,2,n/a,match
99,62,1/8,52,8,1,n/a,match
100,67,1/8,52,8,0,n/a,match
101,67,1/16,53,8 1/8,0,n/a,ornamentation
102,65,1/16,54,8 3/16,0,n/a,ornamentation
103,64,1/16,55,8 1/4,0,n/a,ornamentation
104,65,1/16,56,8 5/16,0,n/a,ornamentation
105,67,1/16,57,8 3/8,0,n/a,ornamentation
106,69,1/16,58,8 7/16,0,n/a,ornamentation
107,43,1/8,59,8 1/2,4,n/a,match
108,55,1/8,59,8 1/2,3,0,repetition
109,58,1/8,59,8 1/2,2,0,repetition
110,62,1/8,59,8 1/2,1,0,repetition
111,70,1/8,59,8 1/2,0,n/a,match
