ornament,voice,bar,pitch
E. -2 S 2 S 2 S 1 S 2 S -2 E.,1,1 3/16,60
E. 2 S,1,1 11/16,67
R 0 S 2 S 2 S 1 E,0,1 13/16,67
E -1 S 1 S 2 S,1,2 1/8,64
S -2 S -1 S -2 S 2 Q,1,2 5/16,65
E 4 E,0,3 3/8,71
S -2 S,1,3 11/16,64
T -1 T -2 T 2 T 1 E,1,3 29/32,66
E 1 E,1,5 1/8,67
E 4 E,0,5 3/8,71
S -2 S,1,5 11/16,64
R 0 S,0,5 13/16,67
T -2 T 2 T -3 T 1 E,0,5 29/32,67
E -1 S -2 S -2 S -2 S -1 S -2 S -2 Q,1,6 1/8,66
S -3 S 2 S 1 S 2 S,0,6 13/16,64
S -3 S 1 S 2 S 2 E,0,7 1/16,66
E -2 S 2 S 1 Q,0,7 3/8,69
E 2 T -2 T -2 T 2 T 2 E,0,8 5/8,71
E -2 E,1,8 7/8,57
S -2 S,0,9 11/16,64
S -1 S,0,9 13/16,66
T -1 T -2 T 2 T 1 E,0,9 29/32,66
E -1 S -2 S -2 S -2 S -1 S -2 S -2 E 11 S -2 S -2 S 2 S 2 S 1 S 2 E,0,10 1/8,66
E -2 S 2 S 2 S -2 S 2 T -2 T -2 T 2 T 2 E,0,11 1/8,67
E -3 S 1 S 2 S -3 S 1 S 2 S 2 E,1,11 5/8,59
E -4 S 2 S 2 S,0,12 1/8,67
S -2 S 2 T -2 T -2 T -1 T 1 E,0,12 5/16,69
E 2 S 2 S 1 E,0,12 5/8,69
E -1 E,1,12 7/8,59
S 2 S 2 S 2 S 1 Q,1,13 1/16,62
E -2 E,0,13 5/8,67
E 2 S -2 S -1 E.,0,14 3/8,67
E. -1 S,1,14 11/16,61
S -1 S,1,14 13/16,61
S 2 S,1,14 15/16,61
E. -1 S -2 S 2 S 1 S 2 S -2 Q,1,15 3/16,61
E -1 E,1,16 1/8,64
E -1 E,0,16 5/8,64
E 4 E,1,18 3/8,59
E. -1 S,0,18 11/16,66
S -1 S -2 S 2 S 1 Q,0,18 13/16,66
S -2 S -1 T 1 T 2 T 2 T 1 E,0,19 5/16,60
E -1 E,0,19 5/8,64
E 2 E,0,20 7/8,71
E -2 E,1,21 3/8,55
E -5 S 2 S 2 S,0,21 5/8,62
S -4 S 2 S 2 S 1 E,0,21 13/16,62
E 4 E,1,27 3/8,59
S -2 S,0,27 11/16,64
S 1 S,0,27 13/16,67
S 2 S,0,27 15/16,66
