note,pitch,duration,chord,bar,mapped voice,cost,category
0,50,1/4,0,1,1,n/a,match
1,52,1/4,1,1 1/4,1,n/a,match
2,53,1/4,2,1 1/2,1,n/a,match
3,55,1/4,3,1 3/4,1,n/a,match
4,57,1/4,4,1 1/1,1,n/a,match
5,55,1/8,5,1 5/4,1,n/a,ornamentation
6,57,1/8,6,1 11/8,1,n/a,ornamentation
7,58,1/2,7,1 3/2,1,n/a,match
8,62,1/4,8,2,0,n/a,match
9,64,1/4,9,2 1/4,0,n/a,match
10,57,1/4,10,2 1/2,1,n/a,match
11,65,1/4,10,2 1/2,0,n/a,match
12,67,1/4,11,2 3/4,0,n/a,match
13,69,1/4,12,2 1/1,0,n/a,match
14,50,1/4,13,2 5/4,1,n/a,match
15,62,1/2,14,2 3/2,1,n/a,match
16,70,1/2,14,2 3/2,0,n/a,match
17,60,1/4,15,3,1,n/a,match
18,67,1/4,16,3 1/4,0,3,adaptation
19,69,1/4,17,3 1/2,0,n/a,match
20,57,1/4,18,3 3/4,1,n/a,ornamentation
21,58,1/4,19,3 1/1,1,n/a,match
22,62,1/4,20,3 5/4,0,n/a,match
23,74,1/2,21,3 3/2,0,n/a,match
24,57,1/2,22,4,1,n/a,match
25,72,1/2,22,4,0,n/a,match
26,69,1/2,23,4 1/2,0,n/a,match
27,70,1/2,24,4 1/1,0,n/a,match
28,55,1/2,25,4 3/2,1,n/a,match
29,50,1/2,26,5,2,n/a,match
30,57,1/2,26,5,1,n/a,match
31,69,1/2,26,5,0,n/a,match
32,50,1/2,27,5 1/2,1,n/a,match
33,45,1/2,28,5 1/1,3,n/a,match
34,52,1/2,28,5 1/1,1,n/a,match
35,54,1/2,29,5 3/2,1,n/a,ficta
36,72,1/2,29,5 3/2,0,n/a,match
37,43,1/2,30,6,3,n/a,match
38,50,1/2,30,6,2,n/a,match
39,55,1/2,30,6,1,n/a,match
40,71,1/2,31,6 1/2,0,n/a,match
41,45,1/2,32,6 1/1,3,n/a,match
42,52,1/2,32,6 1/1,2,2,adaptation
43,72,1/2,32,6 1/1,0,n/a,match
44,48,1/4,33,6 3/2,2,0,repetition
45,70,1/4,34,6 7/4,0,2,adaptation
