ornament,voice,bar,pitch
S 4 S -2 S -2 S 2 S -2 S -5 S 2 S -2 E.,4,1 9/16,62
E. -2 S -2 S -1 S -2 S -2 S 2 E,2,2 3/16,55
E -2 E,2,2 5/8,48
Q -4 S 2 S 2 S 1 S -1 E,2,3 1/4,48
E -2 E,2,3 5/8,50
E 1 E,2,3 7/8,53
E. -1 S -2 S 2 S 1 S 2 S -2 E,3,4 3/16,57
E 2 E 1 E 2 E 2 Q,5,4 5/8,45
E 5 S -1 S -2 S,4,5 5/8,70
S -2 S -1 S -2 S 2 E.,4,5 13/16,65
E. -2 S -2 S 2 S 2 S 1 S -1 E,4,6 3/16,62
E 0 E,5,6 5/8,48
E -1 E,5,6 7/8,45
Q 0 S 2 S 1 S 2 S 2 E,3,7 1/4,55
E -2 S -2 S 2 S -2 S -1 S -2 S 2 Q,0,7 5/8,72
E -1 S 1 S 2 S,3,8 5/8,64
S -2 S -1 S -2 S 2 E,3,8 13/16,65
E -10 S 2 S 1 S 2 S 2 S 1 S 2 E,0,9 1/8,62
E 0 E,5,9 5/8,48
E -1 E,5,9 7/8,45
E -10 S 2 S 2 S 1 S 2 S 2 S 1 E,0,10 1/8,60
E 2 E 1 E 2 E 2 E,5,10 5/8,45
E -2 S -2 S -1 S 1 S 2 S 2 S 1 Q.,0,11 1/8,67
Q. -1 E,0,11 7/8,69
E. -2 S -2 S 2 S 2 S 1 S -1 E,4,12 3/16,62
E -2 E,4,12 5/8,62
E -1 S -2 S 2 S 1 S 2 S 2 S 1 E,0,13 1/8,64
E 2 E 1 E 2 E 2 E,5,13 5/8,45
E -2 S -2 S -1 S 1 S 2 S 2 S 1 Q.,0,14 1/8,67
Q. -1 E,0,14 7/8,69
E. -2 S -2 S 2 S 2 S 1 S -1 E,3,15 3/16,62
E -2 E,3,15 5/8,62
E. -2 S 2 S -2 S -2 S -1 S 1 E.,5,16 3/16,48
E. 4 S -2 S -2 S -1 S -2 S 2 S,1,16 11/16,69
S 3 S -2 S -1 S 1 S -1 S -2 S -2 S 2 E,1,17 1/16,67
E 2 E 1 E 2 E 2 Q.,5,17 5/8,45
E -2 E,4,18 5/8,55
E -1 E,4,18 7/8,54
E -1 E 1 S -1 S -2 S -1 S 1 E,1,19 1/8,57
E 2 S 1 S 2 S -2 S -1 S -2 S 2 E,0,19 5/8,64
E -4 E,0,20 1/8,60
E 1 E,0,20 3/8,65
E 3 E -1 E -2 E -1 E.,0,20 5/8,70
