ornament,voice,bar,pitch
E -7 S 2 S 1 S 2 S 2 S 2 S 1 E,0,120 5/8,62
E -3 E 3 E 2 E -2 Q,1,121 1/8,57
R 0 S -1 S 1 S -1 S -2 S,3,122 1/8,53
R 0 S,2,122 7/16,48
S 2 S 1 S 2 S -2 Q,1,122 13/16,64
E 2 T -2 T -1 T 1 T 2 S,1,124 3/8,60
S -3 S 1 S 2 S 2 S,1,124 9/16,57
S -4 S 2 S 2 S 1 Q,1,124 13/16,58
E -4 S 2 S 2 S,2,126 1/8,48
S 2 S 1 E -1 E,2,126 5/16,54
E. -1 S,1,127 3/16,57
S 2 S 1 S 2 S -2 Q,1,127 5/16,57
E 1 T -1 T -2 T 2 T 1 S,0,128 1/8,65
S -3 S 2 S 1 S 2 E,0,128 5/16,62
E -2 E,2,128 5/8,50
E -2 E,3,129 5/8,43
E -4 E,1,131 1/8,48
E. 2 S,1,131 11/16,57
R 0 S,2,131 13/16,57
S 2 S,2,131 15/16,60
E -1 S 1 S 2 S -3 S 1 S,2,133 1/8,57
S 2 S,2,133 7/16,60
E 2 S 2 S 1 Q,0,133 5/8,67
E -3 E 3 E 2 E,2,134 5/8,55
E 2 T -2 T -1 T 1 T 2 E,2,135 5/8,60
E -3 S 2 S 1 S -3 S 3 S,2,136 5/8,55
S 2 S,2,136 15/16,60
E 3 E,0,138 3/8,65
E. -2 S -2 S 2 S 2 S 2 S -2 Q,0,139 3/16,60
Q -7 S 2 S 1 S 2 S 2 Q,0,139 3/4,55
E 2 T -2 T -1 T 1 T -3 Q,2,140 5/8,60
E -1 E,3,142 5/8,45
E -1 E,2,144 5/8,57
S -1 S -2 S 2 S 1 Q,2,144 13/16,57
E. -1 S -2 S 2 S 1 S,1,147 11/16,50
S 2 S,1,147 15/16,53
E. 2 S,0,148 11/16,69
E. 2 S,3,150 3/16,57
S -1 S 1 T -1 T 1 T 2 T -2 E,3,150 5/16,57
E. -1 S,2,151 11/16,64
S 2 S 1 S 2 S -2 Q,2,151 13/16,64
E. -1 S,0,152 11/16,64
S 2 S 1 S 2 S 2 E,0,152 13/16,64
E 2 T 2 T 1 T -1 T 1 T -1 T -2 T -2 T 2 T -2 T -1 T -2 T 2 W,0,154 5/8,67
