note,pitch,duration,chord,bar,mapped voice,cost,category
1321,50,1/4,692,97 1/1,5,n/a,match
1322,57,1/4,692,97 1/1,4,n/a,match
1323,62,1/4,692,97 1/1,2,n/a,match
1324,67,1/4,692,97 1/1,1,0,repetition
1325,69,1/4,692,97 1/1,0,n/a,match
1326,64,1/4,693,97 5/4,1,n/a,ornamentation
1327,67,1/4,694,97 3/2,1,n/a,ornamentation
1328,66,1/4,695,97 7/4,1,0,repetition
1329,43,1/4,696,98,5,n/a,match
1330,55,1/4,696,98,4,n/a,match
1331,59,1/4,696,98,2,n/a,match
1332,62,1/4,696,98,1,2,adaptation
1333,71,1/4,696,98,0,n/a,match
1334,69,1/8,697,98 1/4,3,n/a,ornamentation
1335,67,1/8,698,98 3/8,3,n/a,ornamentation
1336,65,1/8,699,98 1/2,3,n/a,ornamentation
1337,64,1/8,700,98 5/8,3,n/a,ornamentation
1338,65,1/16,701,98 3/4,3,n/a,ornamentation
1339,64,1/16,702,98 13/16,3,n/a,ornamentation
1340,62,1/16,703,98 7/8,3,n/a,ornamentation
1341,60,1/16,704,98 15/16,3,n/a,ornamentation
1342,55,1/4,705,98 1/1,4,0,repetition
1343,59,1/4,705,98 1/1,3,0,repetition
1344,53,1/8,706,98 5/4,5,n/a,ornamentation
1345,52,1/8,707,98 11/8,5,n/a,ornamentation
1346,50,1/8,708,98 3/2,5,n/a,ornamentation
1347,48,1/8,709,98 13/8,5,n/a,ornamentation
1348,50,1/16,710,98 7/4,5,n/a,ornamentation
1349,48,1/16,711,98 29/16,5,n/a,ornamentation
1350,47,1/16,712,98 15/8,5,n/a,ornamentation
1351,45,1/16,713,98 31/16,5,n/a,ornamentation
1352,43,1/4,714,99,5,n/a,match
1353,59,1/4,714,99,3,0,repetition
1354,67,1/4,714,99,1,n/a,match
1355,71,1/4,714,99,0,n/a,match
1356,66,1/8,715,99 1/4,3,n/a,ornamentation
1357,64,1/8,716,99 3/8,3,n/a,ornamentation
1358,62,1/8,717,99 1/2,3,n/a,ornamentation
1359,60,1/8,718,99 5/8,3,n/a,ornamentation
1360,62,1/16,719,99 3/4,3,n/a,ornamentation
1361,60,1/16,720,99 13/16,3,n/a,ornamentation
1362,59,1/16,721,99 7/8,3,n/a,ornamentation
1363,57,1/16,722,99 15/16,3,n/a,ornamentation
1364,43,1/8,723,99 1/1,5,0,repetition
1365,55,1/8,723,99 1/1,3,n/a,match
1366,62,1/8,723,99 1/1,2,0,repetition
1367,71,1/8,723,99 1/1,0,0,repetition
1368,53,1/8,724,99 9/8,5,n/a,ornamentation
1369,55,1/8,725,99 5/4,5,n/a,ornamentation
1370,57,1/8,726,99 11/8,5,n/a,ornamentation
1371,55,1/8,727,99 3/2,5,n/a,ornamentation
1372,53,1/8,728,99 13/8,5,n/a,ornamentation
1373,55,1/16,729,99 7/4,5,n/a,ornamentation
1374,53,1/16,730,99 29/16,5,n/a,ornamentation
1375,52,1/16,731,99 15/8,5,n/a,ornamentation
1376,50,1/16,732,99 31/16,5,n/a,ornamentation
1377,48,1/4,733,100,5,n/a,match
1378,55,1/4,733,100,4,n/a,match
1379,60,1/4,733,100,2,n/a,match
1380,64,1/4,733,100,1,n/a,match
1381,72,1/4,733,100,0,n/a,match
1382,50,1/4,734,100 1/4,5,n/a,ornamentation
1383,52,1/4,735,100 1/2,5,n/a,ornamentation
1384,50,1/4,736,100 3/4,5,n/a,ornamentation
1385,48,1/4,737,100 1/1,5,0,repetition
1386,55,1/4,737,100 1/1,4,0,repetition
1387,60,1/4,737,100 1/1,3,n/a,match
1388,64,1/4,737,100 1/1,1,0,repetition
1389,72,1/4,737,100 1/1,0,0,repetition
1390,47,1/4,738,100 5/4,5,n/a,ornamentation
1391,45,1/4,739,100 3/2,5,n/a,ornamentation
1392,43,1/4,740,100 7/4,5,n/a,ornamentation
1393,45,1/4,741,101,5,n/a,match
1394,57,1/4,741,101,4,n/a,match
1395,60,1/4,741,101,2,n/a,match
1396,64,1/4,741,101,1,n/a,match
1397,72,1/4,741,101,0,0,repetition
1398,74,1/4,742,101 1/4,0,n/a,ornamentation
1399,76,1/4,743,101 1/2,0,4,adaptation
1400,74,1/4,744,101 3/4,0,n/a,ornamentation
1401,45,1/4,745,101 1/1,5,0,repetition
1402,57,1/4,745,101 1/1,3,n/a,match
1403,60,1/4,745,101 1/1,2,0,repetition
1404,64,1/4,745,101 1/1,1,0,repetition
1405,72,1/4,745,101 1/1,0,0,repetition
1406,71,1/4,746,101 5/4,0,n/a,ornamentation
1407,45,1/4,747,101 3/2,5,0,repetition
1408,57,1/4,747,101 3/2,4,0,repetition
1409,60,1/4,747,101 3/2,2,0,repetition
1410,64,1/4,747,101 3/2,1,0,repetition
1411,69,1/4,747,101 3/2,0,3,adaptation
1412,67,1/4,748,101 7/4,1,n/a,ornamentation
1413,50,1/4,749,102,5,n/a,match
1414,57,1/4,749,102,4,0,repetition
1415,62,1/4,749,102,2,n/a,match
1416,66,1/4,749,102,1,n/a,ficta
1417,69,1/4,749,102,0,n/a,match
1418,52,1/4,750,102 1/4,5,n/a,ornamentation
1419,54,1/4,751,102 1/2,5,n/a,ornamentation
1420,52,1/4,752,102 3/4,5,n/a,ornamentation
1421,50,1/4,753,102 1/1,5,0,repetition
1422,57,1/4,753,102 1/1,4,4,adaptation
1423,62,1/4,753,102 1/1,3,n/a,match
1424,66,1/4,753,102 1/1,1,1,adaptation
1425,69,1/4,753,102 1/1,0,0,repetition
1426,48,1/4,754,102 5/4,5,n/a,ornamentation
1427,47,1/4,755,102 3/2,5,3,adaptation
1428,45,1/4,756,102 7/4,5,n/a,ornamentation
1429,43,1/4,757,103,5,n/a,match
1430,55,1/4,757,103,4,n/a,match
1431,62,1/4,757,103,1,n/a,match
1432,67,1/4,757,103,0,n/a,match
1433,60,1/4,758,103 1/4,3,n/a,ornamentation
1434,59,1/4,759,103 1/2,3,3,adaptation
1435,57,1/4,760,103 3/4,3,n/a,ornamentation
1436,43,1/4,761,103 1/1,5,0,repetition
1437,55,1/4,761,103 1/1,4,0,repetition
1438,59,1/4,761,103 1/1,3,n/a,match
1439,62,1/4,761,103 1/1,2,n/a,match
1440,67,1/4,761,103 1/1,0,0,repetition
