ornament,voice,bar,pitch
Q 2 Q,2,2 1/4,57
Q 9 E 2 E 1 H,2,3 1/4,64
E -1 E,2,3 13/8,66
E 2 E,2,3 15/8,66
Q 2 Q -2 Q 2 Q,0,5 5/4,64
R 0 Q,5,11 1/4,45
Q 14 Q,5,12 1/4,57
H 0 Q -12 Q 0 Q,5,13 1/2,55
Q -5 E 2 E 2 E,3,13 5/4,53
R 0 E,5,13 13/8,55
R 0 E,4,13 15/8,52
Q -3 Q,2,16 5/4,62
E -1 E -2 E -2 E 2 Q,2,17 5/8,64
Q -2 Q,2,17 5/4,60
Q 2 Q,2,18 1/4,67
R 0 Q,3,18 3/4,57
Q 2 Q 1 Q 2 Q 2 Q,5,19 1/4,45
Q -5 Q,1,19 5/4,52
R 0 Q,2,20,65
Q -2 Q,2,20 5/4,60
E 2 E,2,22 3/8,57
E -2 E 2 E 2 E 1 H,1,22 5/8,60
Q -2 Q,4,23 1/4,50
Q 2 Q,3,23 5/4,60
R 0 Q,4,26 1/4,52
Q 5 E -2 E -2 E -1 E -2 E -2 E 2 H,1,26 5/4,69
R 0 Q,5,27 3/4,45
R 0 E,3,31 7/8,55
R 0 E,1,32 11/8,53
R 0 E,3,33 9/8,54
E -1 E,3,33 11/8,54
R 0 E,1,33 13/8,54
E 2 E,1,33 15/8,54
Q 1 Q,0,36 7/4,70
Q -2 E 2 E 2 H,1,41 5/4,60
Q -2 Q,1,42 5/4,59
Q -1 Q,1,42 7/4,61
H -12 Q,2,43 1/2,53
Q -2 Q,2,43 7/4,62
Q -2 Q,2,45 5/4,59
Q -1 Q,2,45 7/4,61
Q 7 Q -2 Q -2 Q -2 Q,3,46 5/4,64
Q 14 Q,4,47 1/4,57
R 0 Q,5,47 3/4,55
Q -3 E -1 E 1 E,1,51 1/4,55
E 2 E 1 E 2 E -2 Q,1,51 5/8,57
R 0 E,1,51 11/8,57
R 0 E,2,51 13/8,60
E 2 E,2,51 15/8,64
E 2 E,2,52 3/8,64
R 0 E,0,52 5/8,67
E 1 E,0,52 7/8,70
R 0 E,2,52 9/8,67
E -1 E,2,52 11/8,64
R 0 E,3,52 13/8,60
R 0 E,2,52 15/8,57
Q -2 Q,1,55 1/4,62
Q -2 Q,1,55 3/4,62
Q -2 Q,4,58 1/4,50
Q 2 Q,4,58 3/4,54
Q -1 Q,2,61 1/4,57
Q 2 Q,2,61 3/4,60
H -2 Q,4,62 1/2,55
H -12 Q 10 Q -1 H,1,65 1/2,55
R 0 Q,5,68 3/4,48
R 0 E 1 E -1 E 1 E,0,69 5/8,66
E -1 E -2 E 2 E 1 H,0,69 9/8,66
Q -2 Q,5,71 3/4,48
H -1 Q,0,72 5/4,66
H 0 Q,5,73 1/1,48
Q -2 Q,2,76 1/4,62
Q 2 Q,2,76 3/4,66
Q -2 Q,4,79 1/4,50
Q 2 Q,4,79 3/4,54
Q -1 Q,1,82 1/4,57
Q 2 Q,1,82 3/4,60
H -2 Q,4,83 1/2,55
H -24 Q 22 Q -1 H,2,86 1/2,43
Q -5 E 2 E 1 E 2 E 2 E 2 E 1 E,0,95 5/4,62
E -1 E -2 E 2 E 1 E,0,96 1/8,71
E -3 E 2 E 1 E 2 H,0,96 5/8,69
