note,pitch,duration,onset,chord,bar,mapped voice,cost,category
0,55,1/1,0/96,0,1,2,n/a,match
1,58,1/1,0/96,0,1,4,n/a,match
2,55,1/2,1/1,1,1 1/1,2,0,repetition
3,58,1/2,1/1,1,1 1/1,4,0,repetition
4,55,1/2,3/2,2,1 3/2,2,0,repetition
5,58,1/2,3/2,2,1 3/2,4,0,repetition
6,53,1/4,2/1,3,2,4,n/a,match
7,57,1/4,2/1,3,2,2,n/a,match
8,55,1/4,9/4,4,2 1/4,4,n/a,ornamentation
9,53,1/4,5/2,5,2 1/2,4,n/a,ornamentation
10,52,1/4,11/4,6,2 3/4,4,n/a,ornamentation
11,50,1/4,3/1,7,2 1/1,2,n/a,match
12,53,1/4,3/1,7,2 1/1,4,0,repetition
13,52,1/4,13/4,8,2 5/4,2,n/a,ornamentation
14,53,1/4,7/2,9,2 3/2,2,n/a,ornamentation
15,50,1/4,15/4,10,2 7/4,2,n/a,ornamentation
16,52,1/4,4/1,11,3,2,n/a,match
17,55,1/4,4/1,11,3,4,n/a,match
18,50,1/4,17/4,12,3 1/4,2,n/a,ornamentation
19,52,1/4,9/2,13,3 1/2,2,n/a,ornamentation
20,53,1/4,19/4,14,3 3/4,2,n/a,ornamentation
21,52,1/4,5/1,15,3 1/1,2,0,repetition
22,55,1/4,5/1,15,3 1/1,4,0,repetition
23,57,1/16,21/4,16,3 5/4,2,n/a,ornamentation
24,55,1/16,85/16,17,3 21/16,2,n/a,ornamentation
25,53,1/16,43/8,18,3 11/8,2,n/a,ornamentation
26,52,1/16,87/16,19,3 23/16,2,n/a,ornamentation
27,53,1/8,11/2,20,3 3/2,2,n/a,match
28,50,1/8,45/8,21,3 13/8,2,n/a,ornamentation
29,52,1/8,23/4,22,3 7/4,2,n/a,ornamentation
30,53,1/8,47/8,23,3 15/8,2,n/a,ornamentation
31,43,1/4,6/1,24,4,5,n/a,match
32,55,1/4,6/1,24,4,1 and 2 and 4,n/a,match
33,58,1/4,6/1,24,4,3,n/a,match
34,54,1/4,25/4,25,4 1/4,3,n/a,ornamentation
35,55,1/4,13/2,26,4 1/2,3,n/a,ornamentation
36,57,1/4,27/4,27,4 3/4,3,n/a,ornamentation
37,43,1/4,7/1,28,4 1/1,5,0,repetition
38,55,1/4,7/1,28,4 1/1,2,0,repetition
39,58,1/4,7/1,28,4 1/1,3,0,repetition
40,62,1/4,7/1,28,4 1/1,4,n/a,match
41,45,1/4,29/4,29,4 5/4,5,n/a,ornamentation
42,46,1/4,15/2,30,4 3/2,5,n/a,ornamentation
43,48,1/4,31/4,31,4 7/4,5,n/a,ornamentation
44,50,1/4,8/1,32,5,5,n/a,match
45,53,1/4,8/1,32,5,3,n/a,match
46,57,1/4,8/1,32,5,1,n/a,match
47,62,1/4,8/1,32,5,4,0,repetition
48,60,1/4,33/4,33,5 1/4,4,n/a,ornamentation
49,62,1/4,17/2,34,5 1/2,4,0,repetition
50,64,1/4,35/4,35,5 3/4,4,n/a,ornamentation
51,50,1/8,9/1,36,5 1/1,5,n/a,match
52,53,1/8,9/1,36,5 1/1,3,0,repetition
53,57,1/8,9/1,36,5 1/1,1,n/a,match
54,65,1/8,9/1,36,5 1/1,4,n/a,match
55,69,1/8,73/8,37,5 9/8,4,n/a,ornamentation
56,71,1/8,37/4,38,5 5/4,4,n/a,ornamentation
57,69,1/8,75/8,39,5 11/8,4,n/a,ornamentation
58,67,1/8,19/2,40,5 3/2,4,2,adaptation
59,65,1/8,77/8,41,5 13/8,4,n/a,ornamentation
60,64,1/8,39/4,42,5 7/4,4,n/a,ornamentation
61,62,1/8,79/8,43,5 15/8,4,n/a,ornamentation
62,48,1/1,10/1,44,6,5,n/a,match
63,55,1/1,10/1,44,6,3,n/a,match
64,60,1/1,10/1,44,6,1,n/a,match
65,64,1/1,10/1,44,6,4,n/a,match
66,48,1/2,11/1,45,6 1/1,5,0,repetition
67,55,1/2,11/1,45,6 1/1,3,0,repetition
68,60,1/2,11/1,45,6 1/1,1,0,repetition
69,64,1/2,11/1,45,6 1/1,4,0,repetition
70,46,1/4,23/2,46,6 3/2,5,n/a,match
71,45,1/4,47/4,47,6 7/4,5,n/a,ornamentation
72,43,1/1,12/1,48,7,5,n/a,match
73,55,1/1,12/1,48,7,2 and 3,n/a,match
74,58,1/1,12/1,48,7,1,n/a,match
75,62,1/1,12/1,48,7,4,n/a,match
76,74,1/1,12/1,48,7,0,n/a,match
77,43,1/2,13/1,49,7 1/1,5,n/a,match
78,55,1/2,13/1,49,7 1/1,2,0,repetition
79,58,1/2,13/1,49,7 1/1,1,0,repetition
80,62,1/2,13/1,49,7 1/1,3,n/a,match
81,74,1/2,13/1,49,7 1/1,0,0,repetition
82,43,1/2,27/2,50,7 3/2,5,0,repetition
83,55,1/2,27/2,50,7 3/2,2,0,repetition
84,58,1/2,27/2,50,7 3/2,1,0,repetition
85,62,1/2,27/2,50,7 3/2,4,0,repetition
86,74,1/2,27/2,50,7 3/2,0,0,repetition
87,50,1/4,14/1,51,8,5,n/a,match
88,53,1/4,14/1,51,8,2,n/a,match
89,62,1/4,14/1,51,8,4,0,repetition
90,69,1/4,14/1,51,8,0,n/a,match
91,64,1/4,57/4,52,8 1/4,4,n/a,ornamentation
92,65,1/4,29/2,53,8 1/2,4,3,adaptation
93,67,1/4,59/4,54,8 3/4,3,n/a,ornamentation
94,50,1/4,15/1,55,8 1/1,5,n/a,match
95,53,1/4,15/1,55,8 1/1,2,n/a,match
96,65,1/4,15/1,55,8 1/1,3,n/a,match
97,69,1/4,15/1,55,8 1/1,0,n/a,match
98,62,1/8,61/4,56,8 5/4,3,n/a,ornamentation
99,64,1/8,123/8,57,8 11/8,3,n/a,ornamentation
100,65,1/8,31/2,58,8 3/2,3,0,repetition
101,67,1/8,125/8,59,8 13/8,0,n/a,ornamentation
102,69,1/8,63/4,60,8 7/4,0,n/a,ornamentation
103,71,1/8,127/8,61,8 15/8,0,n/a,ornamentation
104,48,1/4,16/1,62,9,5,n/a,match
105,55,1/4,16/1,62,9,2,n/a,match
106,64,1/4,16/1,62,9,3,n/a,match
107,72,1/4,16/1,62,9,0,n/a,match
108,53,1/4,65/4,63,9 1/4,5,n/a,ornamentation
109,52,1/4,33/2,64,9 1/2,5,n/a,ornamentation
110,50,1/4,67/4,65,9 3/4,5,n/a,ornamentation
111,48,1/2,17/1,66,9 1/1,5,0,repetition
112,55,1/2,17/1,66,9 1/1,2,0,repetition
113,64,1/2,17/1,66,9 1/1,3,0,repetition
114,72,1/2,17/1,66,9 1/1,0,0,repetition
115,46,1/4,35/2,67,9 3/2,5,n/a,match
116,45,1/4,71/4,68,9 7/4,5,n/a,ornamentation
117,43,1/4,18/1,69,10,5,n/a,match
118,55,1/4,18/1,69,10,2,n/a,match
119,62,1/4,18/1,69,10,3,n/a,match
120,70,1/4,18/1,69,10,0,n/a,match
121,64,1/8,73/4,70,10 1/4,0,n/a,ornamentation
122,65,1/8,147/8,71,10 3/8,0,n/a,ornamentation
123,67,1/8,37/2,72,10 1/2,0,n/a,ornamentation
124,69,1/8,149/8,73,10 5/8,0,n/a,ornamentation
125,70,1/8,75/4,74,10 3/4,0,n/a,ornamentation
126,72,1/8,151/8,75,10 7/8,0,n/a,ornamentation
127,43,1/8,19/1,76,10 1/1,5,n/a,match
128,55,1/8,19/1,76,10 1/1,2,n/a,match
129,62,1/8,19/1,76,10 1/1,1 and 4,n/a,match
130,70,1/8,19/1,76,10 1/1,0,n/a,match
131,54,1/8,153/8,77,10 9/8,4,n/a,ornamentation
132,55,1/8,77/4,78,10 5/4,4,n/a,ornamentation
133,57,1/8,155/8,79,10 11/8,4,n/a,ornamentation
134,58,1/8,39/2,80,10 3/2,4,n/a,ornamentation
135,60,1/8,157/8,81,10 13/8,4,n/a,ornamentation
136,62,1/8,79/4,82,10 7/4,4,n/a,ornamentation
137,64,1/8,159/8,83,10 15/8,4,n/a,ornamentation
138,50,1/4,20/1,84,11,5,n/a,match
139,62,1/4,20/1,84,11,1,n/a,match
140,65,1/4,20/1,84,11,4,n/a,match
141,69,1/4,20/1,84,11,0,n/a,match
142,53,1/4,81/4,85,11 1/4,2,n/a,ornamentation
143,55,1/4,41/2,86,11 1/2,2,n/a,ornamentation
144,57,1/4,83/4,87,11 3/4,2,n/a,ornamentation
145,46,1/4,21/1,88,11 1/1,5,n/a,match
146,55,1/4,21/1,88,11 1/1,2,n/a,match
147,62,1/4,21/1,88,11 1/1,1 and 4,n/a,match
148,70,1/4,21/1,88,11 1/1,0,n/a,match
149,69,1/4,85/4,89,11 5/4,4,n/a,ornamentation
150,67,1/4,43/2,90,11 3/2,4,n/a,ornamentation
151,65,1/4,87/4,91,11 7/4,4,n/a,ornamentation
152,48,1/1,22/1,92,12,5,n/a,match
153,52,1/1,22/1,92,12,2,n/a,match
154,60,1/1,22/1,92,12,1,n/a,match
155,64,1/1,22/1,92,12,4,n/a,match
156,67,1/1,22/1,92,12,0,n/a,match
157,48,1/4,23/1,93,12 1/1,5,0,repetition
158,52,1/4,23/1,93,12 1/1,2,0,repetition
159,60,1/4,23/1,93,12 1/1,1,0,repetition
160,64,1/4,23/1,93,12 1/1,4,0,repetition
161,67,1/4,23/1,93,12 1/1,0,0,repetition
162,66,1/4,93/4,94,12 5/4,0,n/a,ornamentation
163,62,1/4,47/2,95,12 3/2,0,n/a,ornamentation
164,64,1/4,95/4,96,12 7/4,0,n/a,ornamentation
165,50,1/1,24/1,97,13,5,n/a,match
166,57,1/1,24/1,97,13,1,n/a,match
167,62,1/1,24/1,97,13,4,n/a,match
168,66,1/1,24/1,97,13,0,n/a,ficta
169,43,1/4,25/1,98,13 1/1,5,n/a,match
170,55,1/4,25/1,98,13 1/1,2,n/a,match
171,62,1/4,25/1,98,13 1/1,1 and 3,n/a,match
172,70,1/4,25/1,98,13 1/1,0,n/a,match
173,60,1/4,101/4,99,13 5/4,3,n/a,ornamentation
174,62,1/4,51/2,100,13 3/2,3,n/a,ornamentation
175,64,1/4,103/4,101,13 7/4,3,n/a,ornamentation
176,50,1/4,26/1,102,14,5,n/a,match
177,62,1/4,26/1,102,14,1,n/a,match
178,65,1/4,26/1,102,14,3,n/a,match
179,69,1/4,26/1,102,14,0,n/a,match
180,53,1/4,105/4,103,14 1/4,2,n/a,ornamentation
181,55,1/4,53/2,104,14 1/2,2,n/a,ornamentation
182,57,1/4,107/4,105,14 3/4,2,n/a,ornamentation
183,46,1/8,27/1,106,14 1/1,5,n/a,match
184,55,1/8,27/1,106,14 1/1,2,n/a,match
185,62,1/8,27/1,106,14 1/1,1 and 3,n/a,match
186,70,1/8,27/1,106,14 1/1,0,n/a,match
187,69,1/8,217/8,107,14 9/8,0,n/a,ornamentation
188,70,1/8,109/4,108,14 5/4,0,n/a,ornamentation
189,72,1/8,219/8,109,14 11/8,0,n/a,ornamentation
190,70,1/4,55/2,110,14 3/2,0,n/a,ornamentation
191,69,1/4,111/4,111,14 7/4,0,n/a,ornamentation
192,48,1/1,28/1,112,15,5,n/a,match
193,52,1/1,28/1,112,15,2,n/a,match
194,60,1/1,28/1,112,15,1,n/a,match
195,64,1/1,28/1,112,15,3,n/a,match
196,67,1/1,28/1,112,15,0,n/a,match
197,48,1/4,29/1,113,15 1/1,5,0,repetition
198,52,1/4,29/1,113,15 1/1,2,0,repetition
199,60,1/4,29/1,113,15 1/1,1,0,repetition
200,64,1/4,29/1,113,15 1/1,3,0,repetition
201,67,1/4,29/1,113,15 1/1,0,0,repetition
202,70,1/4,117/4,114,15 5/4,0,n/a,ornamentation
203,69,1/4,59/2,115,15 3/2,0,n/a,ornamentation
204,67,1/4,119/4,116,15 7/4,0,n/a,ornamentation
205,50,1/4,30/1,117,16,5,n/a,match
206,57,1/4,30/1,117,16,1,n/a,match
207,62,1/4,30/1,117,16,3,n/a,match
208,66,1/4,30/1,117,16,0,n/a,ficta
209,67,1/4,121/4,118,16 1/4,4,n/a,ornamentation
210,66,1/4,61/2,119,16 1/2,4,n/a,ornamentation
211,64,1/4,123/4,120,16 3/4,4,n/a,ornamentation
212,50,1/4,31/1,121,16 1/1,2,n/a,match
213,62,1/4,31/1,121,16 1/1,4,n/a,match
214,66,1/4,31/1,121,16 1/1,1,n/a,ficta
215,47,1/8,125/4,122,16 5/4,2,n/a,ornamentation
216,48,1/8,251/8,123,16 11/8,2,n/a,ornamentation
217,50,1/8,63/2,124,16 3/2,2,n/a,ornamentation
218,52,1/8,253/8,125,16 13/8,2,n/a,ornamentation
219,53,1/8,127/4,126,16 7/4,2,n/a,ornamentation
220,50,1/8,255/8,127,16 15/8,2,n/a,ornamentation
221,45,1/2,32/1,128,17,5,1,adaptation
222,52,1/2,32/1,128,17,2,n/a,match
223,60,1/2,32/1,128,17,4,n/a,match
224,64,1/2,32/1,128,17,1,n/a,match
225,46,1/4,65/2,129,17 1/2,5,n/a,ornamentation
226,45,1/4,131/4,130,17 3/4,5,n/a,ornamentation
227,43,1/4,33/1,131,17 1/1,5,n/a,match
228,55,1/4,33/1,131,17 1/1,2,n/a,match
229,58,1/4,33/1,131,17 1/1,4,n/a,match
230,62,1/4,33/1,131,17 1/1,1,n/a,match
231,45,1/4,133/4,132,17 5/4,5,n/a,ornamentation
232,46,1/4,67/2,133,17 3/2,5,n/a,ornamentation
233,48,1/4,135/4,134,17 7/4,5,n/a,ornamentation
234,50,1/4,34/1,135,18,5,n/a,match
235,53,1/4,34/1,135,18,2,n/a,match
236,57,1/4,34/1,135,18,4,n/a,match
237,62,1/4,34/1,135,18,1,n/a,match
238,55,1/4,137/4,136,18 1/4,2,n/a,ornamentation
239,53,1/4,69/2,137,18 1/2,2,n/a,ornamentation
240,52,1/4,139/4,138,18 3/4,2,n/a,match
241,50,1/4,35/1,139,18 1/1,5,0,repetition
242,53,1/4,35/1,139,18 1/1,2,n/a,match
243,57,1/4,35/1,139,18 1/1,4,0,repetition
244,62,1/4,35/1,139,18 1/1,3,0,repetition
245,58,1/16,141/4,140,18 5/4,1,n/a,ornamentation
246,57,1/16,565/16,141,18 21/16,1,n/a,ornamentation
247,55,1/16,283/8,142,18 11/8,1,n/a,ornamentation
248,53,1/16,567/16,143,18 23/16,1,n/a,ornamentation
249,55,1/8,71/2,144,18 3/2,1,n/a,ornamentation
250,53,1/8,285/8,145,18 13/8,1,n/a,ornamentation
251,55,1/8,143/4,146,18 7/4,1,n/a,ornamentation
252,57,1/8,287/8,147,18 15/8,1,n/a,ornamentation
253,43,1/4,36/1,148,19,5,n/a,match
254,55,1/4,36/1,148,19,2 and 4,n/a,match
255,58,1/4,36/1,148,19,1,n/a,match
256,62,1/4,36/1,148,19,3,0,repetition
257,54,1/4,145/4,149,19 1/4,2,n/a,ornamentation
258,55,1/4,73/2,150,19 1/2,2,n/a,ornamentation
259,57,1/4,147/4,151,19 3/4,2,n/a,ornamentation
260,43,1/4,37/1,152,19 1/1,5,n/a,match
261,55,1/4,37/1,152,19 1/1,1,n/a,match
262,58,1/4,37/1,152,19 1/1,2,n/a,match
263,62,1/4,37/1,152,19 1/1,0 and 3,n/a,match
264,64,1/4,149/4,153,19 5/4,0,n/a,ornamentation
265,65,1/4,75/2,154,19 3/2,0,n/a,ornamentation
266,62,1/4,151/4,155,19 7/4,0,n/a,ornamentation
267,48,1/8,38/1,156,20,5,n/a,match
268,55,1/8,38/1,156,20,4,0,repetition
269,60,1/8,38/1,156,20,2 and 3,n/a,match
270,64,1/8,38/1,156,20,0,n/a,match
271,67,1/8,305/8,157,20 1/8,3,n/a,ornamentation
272,65,1/8,153/4,158,20 1/4,3,n/a,ornamentation
273,64,1/8,307/8,159,20 3/8,3,n/a,ornamentation
274,62,1/8,77/2,160,20 1/2,3,2,adaptation
275,60,1/8,309/8,161,20 5/8,3,n/a,ornamentation
276,59,1/8,155/4,162,20 3/4,3,n/a,ornamentation
277,57,1/8,311/8,163,20 7/8,3,n/a,ornamentation
278,43,1/4,39/1,164,20 1/1,5,n/a,match
279,55,1/4,39/1,164,20 1/1,1,n/a,match
280,59,1/4,39/1,164,20 1/1,3,n/a,ficta
281,62,1/4,39/1,164,20 1/1,2,n/a,match
282,67,1/4,39/1,164,20 1/1,0,n/a,match
283,60,1/4,157/4,165,20 5/4,2,n/a,ornamentation
284,62,1/4,79/2,166,20 3/2,2,n/a,ornamentation
285,64,1/4,159/4,167,20 7/4,2,n/a,ornamentation
286,50,1/4,40/1,168,21,5,n/a,match
287,57,1/4,40/1,168,21,1 and 3,n/a,match
288,62,1/4,40/1,168,21,2,n/a,match
289,66,1/4,40/1,168,21,0,n/a,ficta
290,67,1/4,161/4,169,21 1/4,0,n/a,ornamentation
291,66,1/4,81/2,170,21 1/2,0,n/a,ornamentation
292,64,1/4,163/4,171,21 3/4,0,n/a,match
293,50,1/4,41/1,172,21 1/1,1,n/a,match
294,57,1/4,41/1,172,21 1/1,3,0,repetition
295,62,1/4,41/1,172,21 1/1,2,0,repetition
296,66,1/4,41/1,172,21 1/1,0,n/a,ficta
