ornament,voice,bar,pitch
E 10 S -1 S -2 S -2 S -2 S -1 S -2 Q,2,102 5/8,65
E -2 E,1,103 5/8,58
E 2 E,2,103 7/8,57
E 2 S 1 S 2 S,0,104 1/8,64
S 3 S -1 S -2 S -1 E,0,104 5/16,70
E. -1 S,0,104 13/16,66
T -1 T -2 T 2 T 1 H,0,104 29/32,66
E -2 S 2 S 1 S,0,106 1/8,67
S -1 S 1 T -1 T -2 T 2 T 1 E,0,106 5/16,69
E -2 S 2 S 1 S,2,106 5/8,60
S -1 S -2 S 2 S 1 Q,2,106 13/16,62
E 2 T -2 T -1 T 1 T 2 Q,0,107 5/8,72
E -2 E,0,108 1/8,70
E 4 E,2,108 3/8,62
E -1 S -2 S 3 S,0,108 5/8,69
S -1 S 1 T -1 T -2 T 2 T 1 E.,0,108 13/16,69
E. -1 S -2 S 2 S 1 S 2 S -2 Q,2,109 3/16,57
E. -2 S,1,110 3/16,53
S -2 S 2 T -2 T 2 T 2 T -2 Q,1,110 5/16,53
S -3 S 2 S 1 S 2 E,1,111 1/16,50
E -2 E,1,111 3/8,53
E. -2 S -2 S 2 S 2 S,1,111 11/16,50
S 2 S,1,111 15/16,54
E -1 T 1 T 2 T 2 T 1 E,2,113 5/8,59
R 0 E,0,114 5/8,69
S 2 S 1 S 2 S -2 E,2,114 13/16,57
E -2 E,2,115 3/8,58
E -1 S 1 S 2 S,0,115 5/8,66
S -2 S 2 T -2 T 2 T -3 T 1 Q,0,115 13/16,67
E 5 S 1 S -10 S,3,117 3/8,57
R 0 S 2 S 2 S -2 E,1,117 9/16,58
R 0 S 2 S -3 S 1 S,1,118 9/16,58
S -1 S 1 S 2 S -2 E,1,118 13/16,57
E -2 E,3,119 3/8,46
E -1 S 1 S 2 S,2,119 5/8,54
R 0 S 2 T -2 T 2 T -3 T 1 H,1,119 13/16,55
E 0 S -2 S -1 S,0,120 5/8,67
S -2 S 2 T 1 T 2 T 2 T 1 Q,0,120 13/16,62
E. -1 S,0,121 11/16,69
S 2 S,0,121 13/16,69
S 2 S,0,121 15/16,72
E -1 E,2,122 5/8,57
E -1 E,1,123 5/8,57
S 2 S,1,123 13/16,57
S 2 S,1,123 15/16,60
S -4 S 2 S 2 S 1 E,1,124 9/16,58
E 2 T -2 T -1 T 1 T -1 Q,1,124 7/8,65
E -2 S -2 S -1 S,3,125 3/8,48
S 1 S 2 S 2 S 1 E,3,125 9/16,46
E 2 E,1,125 7/8,62
E 4 E,3,126 3/8,50
E -1 S -2 S 2 E,1,126 5/8,57
E -2 S 2 S 1 Q,1,126 7/8,55
R 0 E,0,128 1/8,70
E -1 S -2 S 3 S,0,128 5/8,69
S -1 S 1 T -1 T -2 T 2 T 1 E,0,128 13/16,69
E -10 S 2 S 2 S 1 S 2 S 2 S 1 Q,0,129 1/8,60
E -1 S -2 S 2 E,0,132 3/8,69
E -2 E,0,132 5/8,67
S -2 S 2 T -2 T -2 T -1 T 1 Q,0,132 13/16,67
S 2 S 1 S 2 S -2 S,2,134 5/16,57
S 2 S 1 S 2 S 2 Q,0,134 9/16,69
E 3 E,2,136 3/8,58
E. 1 S,0,136 11/16,67
S -2 S -3 S 2 S 1 Q,0,136 13/16,67
S 2 S 1 S 2 S 2 E,1,137 9/16,57
E -7 T 2 T 1 T 2 T 2 E,1,137 7/8,55
S -2 S,1,138 13/16,58
T -2 T -1 T -2 T 2 E,1,138 29/32,58
E 3 E,3,139 3/8,46
E 1 E,2,139 5/8,55
R 0 E,1,139 7/8,54
E. -2 S 2 E 2 E,2,142 11/16,50
