note,pitch,duration,onset,chord,bar,mapped voice,cost,category
0,50,1/2,0/96,0,1,3,n/a,match
1,50,1/4,1/2,1,1 1/2,3,n/a,match
2,50,1/4,3/4,2,1 3/4,3,n/a,match
3,43,3/16,1/1,3,2,3,n/a,match
4,62,3/16,1/1,3,2,1,n/a,match
5,45,1/16,19/16,4,2 3/16,3,n/a,ornamentation
6,43,1/16,5/4,5,2 1/4,3,n/a,ornamentation
7,45,1/16,21/16,6,2 5/16,3,n/a,ornamentation
8,46,1/16,11/8,7,2 3/8,3,n/a,ornamentation
9,48,1/16,23/16,8,2 7/16,3,n/a,ornamentation
10,50,1/4,3/2,9,2 1/2,3,n/a,match
11,62,1/4,3/2,9,2 1/2,1,n/a,match
12,62,1/4,7/4,10,2 3/4,1,n/a,match
13,51,3/16,2/1,11,3,3,n/a,ficta
14,55,3/16,2/1,11,3,1,n/a,match
15,53,1/16,35/16,12,3 3/16,1,n/a,ornamentation
16,55,1/16,9/4,13,3 1/4,1,n/a,ornamentation
17,57,1/16,37/16,14,3 5/16,1,n/a,ornamentation
18,58,1/16,19/8,15,3 3/8,1,n/a,ornamentation
19,60,1/16,39/16,16,3 7/16,1,n/a,ornamentation
20,50,1/4,5/2,17,3 1/2,3,n/a,match
21,62,1/4,5/2,17,3 1/2,1,n/a,match
22,53,1/4,11/4,18,3 3/4,3,n/a,match
23,53,1/8,3/1,19,4,3,0,repetition
24,62,1/8,3/1,19,4,1,0,repetition
25,51,1/16,25/8,20,4 1/8,3,n/a,ornamentation
26,53,1/16,51/16,21,4 3/16,3,n/a,ornamentation
27,55,1/16,13/4,22,4 1/4,3,2,adaptation
28,53,1/16,53/16,23,4 5/16,3,n/a,ornamentation
29,51,1/16,27/8,24,4 3/8,3,1,adaptation
30,50,1/16,55/16,25,4 7/16,3,n/a,ornamentation
31,48,1/16,7/2,26,4 1/2,3,n/a,match
32,63,1/16,7/2,26,4 1/2,1,n/a,ficta
33,67,1/16,57/16,27,4 9/16,1,n/a,ornamentation
34,65,1/16,29/8,28,4 5/8,1,n/a,ornamentation
35,63,1/16,59/16,29,4 11/16,1,n/a,ornamentation
36,65,1/16,15/4,30,4 3/4,1,n/a,ornamentation
37,63,1/16,61/16,31,4 13/16,1,n/a,ornamentation
38,62,1/16,31/8,32,4 7/8,1,n/a,ornamentation
39,60,1/16,63/16,33,4 15/16,1,n/a,ornamentation
40,46,1/4,4/1,34,5,3,n/a,match
41,62,1/4,4/1,34,5,1,n/a,match
42,65,1/4,17/4,35,5 1/4,1,n/a,match
43,46,1/8,9/2,36,5 1/2,3,0,repetition
44,65,1/8,9/2,36,5 1/2,1,0,repetition
45,63,1/16,37/8,37,5 5/8,1,n/a,ornamentation
46,65,1/16,75/16,38,5 11/16,1,n/a,ornamentation
47,67,1/16,19/4,39,5 3/4,1,2,adaptation
48,65,1/16,77/16,40,5 13/16,1,n/a,ornamentation
49,63,1/16,39/8,41,5 7/8,1,1,adaptation
50,62,1/16,79/16,42,5 15/16,1,n/a,ornamentation
51,60,1/4,5/1,43,6,1,n/a,match
52,53,1/4,21/4,44,6 1/4,3,n/a,match
