ornament,voice,bar,pitch
S -1 S,3,7 11/16,45
E. 2 S,3,10 11/16,52
E -2 S 2 S 2 S -2 S -2 S,2,13 3/8,58
S -1 S,2,13 11/16,57
E. -2 S -1 S 1 S 2 S,1,16 7/16,62
S -3 S,1,16 11/16,61
E -2 S -1 S 1 S -1 S -2 S -2 S 2 Q,2,19 3/8,53
S 2 S 1 S 2 S -2 Q,1,20 9/16,64
E 1 T -1 T -2 T 2 T 1 Q,0,24 5/8,70
S -2 S,3,27 15/16,50
R 0 S,1,28 7/16,57
S -2 S 2 T -2 T -1 T -2 T 2 E,1,32 5/16,58
E -1 S -2 S 2 S,0,32 5/8,66
S 1 S -3 S 2 S 1 E.,0,32 13/16,67
E. 2 S 2 S -2 S -2 S -1 S 1 Q,2,33 3/16,60
E. -2 S,1,35 3/16,58
S 1 S 2 S 2 S -2 E,1,35 5/16,58
E -2 S 2 S 2 S -2 S -2 S -1 S 1 E.,1,35 5/8,58
E. -1 S,1,36 3/16,57
E. -2 S,0,37 11/16,65
S 1 S 2 S 2 S -2 Q,0,37 13/16,65
E -2 S -2 S 2 S,1,39 5/8,55
S 2 S -4 S 2 S 2 Q,1,39 13/16,57
R 0 T -2 T -1 T 1 T -3 E,1,40 5/8,60
R 0 S,3,43 7/16,55
E -1 S 3 S -2 Q,3,43 7/8,54
E. -1 S,0,46 11/16,66
S -1 S -2 S 2 S 1 E,0,46 13/16,66
E -6 S 1 S 2 S 2 S 1 S 2 S -2 H,0,47 1/8,61
E -1 S 1 S 2 E,3,48 5/8,52
E -9 S 2 S 5 Q,1,48 7/8,53
S 2 S 1 S 2 S 2 E,1,49 9/16,57
E 2 T -2 T -2 T 2 T -2 Q,3,49 7/8,57
S -2 S 2 T -2 T -1 T -2 T -2 Q,3,50 5/16,53
S 2 S 1 S 2 S 2 Q,1,51 1/16,57
E 2 S -2 S 2 S -2 S 2 T -2 T -1 T -2 T 2 Q,1,52 1/8,60
E -2 S 2 S -2 E,0,53 3/8,67
E -1 S 1 S 2 Q,0,53 5/8,66
S 2 S 1 S 2 S 2 Q,0,54 1/16,64
E 1 T -1 T -2 T 2 T -2 Q,0,54 7/8,70
E 0 T 2 T 1 T 2 T 2 E,0,55 5/8,62
E. -2 S,0,56 3/16,67
S 3 S,0,56 7/16,67
E 1 S 2 S 2 S,0,57 1/8,65
S -2 S -3 S 1 S 2 E,0,57 5/16,67
E -2 S 2 S 2 S,2,57 5/8,58
S -2 S -2 S -1 S 1 Q,2,57 13/16,60
