ornament,voice,bar,pitch
E. -1 S,0,58 11/16,64
S 2 S 1 S 2 S -2 Q,0,58 13/16,64
S 2 S 1 S 2 S -3 E,2,60 5/16,57
E 1 T -1 T -2 T 2 T 1 Q,0,60 7/8,67
E 10 S -1 S -2 S -2 S -2 S -1 S -2 Q,2,65 1/8,65
E -4 S 2 S 2 S 1 S 2 S,1,67 1/8,53
S 2 S,1,67 7/16,62
E. 2 S,1,68 3/16,64
R 0 S,1,68 9/16,64
S 2 S,1,68 11/16,67
E -1 S -2 S 2 S,1,69 5/8,61
S 1 S -3 S 2 S 1 E.,1,69 13/16,62
E. 2 S 1 S -3 S 2 S 1 S 2 E.,2,70 3/16,59
E. 2 S,0,70 11/16,67
S 3 S -1 S -2 S -2 S,0,71 1/16,65
S -2 S -1 S 3 S -2 E.,0,71 5/16,58
E. -2 S 2 S -2 S 2 T -2 T -2 T 2 T 2 H,2,71 11/16,55
E -1 S 1 S 2 S -2 S -2 S -1 S 1 E,0,73 5/8,66
E 7 S -2 S -2 S -2 S -1 S -2 S 2 Q,2,74 1/8,64
E -1 S 1 S -1 E,2,75 5/8,57
E -2 S 2 S 1 Q,0,75 7/8,62
S -2 S,0,76 13/16,65
S -2 S,0,76 15/16,62
S 2 S,1,77 3/16,62
R 0 S,0,77 5/16,65
S -2 S,0,77 11/16,64
S 1 S,0,77 13/16,67
S 2 S,0,77 15/16,66
E -7 S 2 S 2 S 1 S 2 S 2 S -2 Q,0,78 1/8,60
S -2 S,1,80 13/16,58
T -2 T -1 T -2 T 2 E,1,80 29/32,58
E 1 S 2 S 2 E,1,81 1/8,58
E. 1 S,1,81 15/16,58
E 2 T -2 T -2 T -1 T 1 Q,1,82 7/8,62
E 2 T -2 T -1 T 1 T 2 S,1,83 7/8,60
S -3 S 1 S 2 S 2 S,1,84 1/16,57
S -2 S -2 S -1 S -2 Q,1,84 5/16,60
E 2 T -2 T -2 T 2 T -2 Q,3,86 3/8,52
E 2 T 1 T 2 T 2 T -2 E,1,87 1/8,57
E. -1 S,1,87 11/16,57
S 2 S 1 S 2 S 2 E,1,87 13/16,57
E 14 S -2 S -15 S,3,88 1/8,60
R 0 S,2,88 5/16,58
R 0 S,1,88 7/16,55
E 1 S 2 S 2 E,1,88 5/8,58
E. 1 S,1,89 7/16,58
S -2 S 2 T -2 T 2 T 2 T -2 E,1,89 9/16,58
E. -1 S,2,90 11/16,54
R 0 S -2 S 2 S 1 E.,1,90 13/16,54
R 0 S 1 S -1 S 1 T -1 T 1 T 2 T -2 H,2,91 3/16,54
E 2 T -2 T -2 T 2 T 2 E,2,92 1/8,57
E -2 S 2 S 1 E.,2,92 3/8,55
E. -1 S,2,92 11/16,57
S 2 S 1 S 2 S 2 Q,2,92 13/16,57
E -2 S 2 S 1 Q,2,93 7/8,62
E 2 T -2 T -1 T 1 T -1 E,2,94 5/8,60
S 2 S 1 S 2 S -2 Q,2,95 9/16,64
S 3 S -1 S -2 S -2 Q,0,97 5/16,65
E. 3 S,1,99 7/16,60
E. -1 S,1,99 11/16,57
S 2 S 1 T 2 T 2 T 2 T -2 Q,1,99 13/16,57
E 1 T -1 T -2 T 2 T 1 Q,3,100 3/8,46
E -2 S 2 S 1 E.,1,100 7/8,62
E. -1 S 1 S -1 S -2 S -2 S -2 E,1,101 3/16,64
E 2 T -2 T -2 T 2 T 2 S,3,101 5/8,52
S 1 S 2 T -2 T 2 T -3 T 1 Q,3,101 13/16,53
E 2 S 3 S -2 Q,1,102 5/8,64
E. -2 S,1,103 15/16,55
R 0 S,3,104 1/16,51
S -2 S,3,104 3/16,48
E. -1 S,2,104 11/16,57
R 0 S -2 S 2 S 1 Q,1,104 13/16,57
R 0 S -2 S -2 S,1,107 5/8,62
R 0 S 2 S 2 S 1 Q,0,107 13/16,60
E. 2 S,3,109 3/16,48
S -1 S -2 S 2 S 1 Q,0,112 5/16,66
E -1 S -2 S 2 S,0,114 5/8,66
S 1 S -3 S 2 S 1 Q,0,114 13/16,67
S -1 S 1 T -1 T 1 T 2 T -2 E,2,115 13/16,57
E. -1 S 1 S -1 S 1 T -1 T -2 T -2 T -2 Q,0,119 3/16,64
S 2 S 1 S 2 S 2 E,2,120 5/16,57
E. -5 S -2 S 2 S 1 S 2 S 2 E,0,121 3/16,64
E 1 T -1 T -2 T 2 T 1 E,0,121 5/8,70
E -3 S 2 S 1 E,0,121 7/8,67
S -2 S,2,126 11/16,59
S -1 S,2,126 15/16,61
