ornament,voice,bar,pitch
E -2 E,3,16 3/8,48
R 0 E,1,16 5/8,59
E -2 E,1,22 1/8,57
E -2 E,3,28 3/8,48
R 0 E,1,28 5/8,59
Q. -2 E,1,31 3/8,62
R 0 E,1,33 1/8,76
R 0 E,1,37 1/4,57
E 2 E,1,51 3/8,62
S -2 S,2,53 15/16,60
S 2 S,2,56 15/16,62
