note,pitch,duration,onset,chord,bar,mapped voice,cost,category
0,62,1/4,0/96,0,1,1,n/a,match
1,62,1/4,1/4,1,1 1/4,1,n/a,match
2,64,1/4,1/2,2,1 1/2,1,n/a,match
3,50,1/4,3/4,3,2,4,n/a,match
4,65,1/4,3/4,3,2,1,n/a,match
5,50,1/4,1/1,4,2 1/4,4,n/a,match
6,52,3/16,5/4,5,2 1/2,4,n/a,match
7,64,3/16,5/4,5,2 1/2,1,n/a,match
8,62,1/16,23/16,6,2 11/16,1,n/a,ornamentation
9,53,1/4,3/2,7,3,4,n/a,match
10,60,1/4,3/2,7,3,1,n/a,match
11,69,1/4,3/2,7,3,0,n/a,match
12,62,1/8,7/4,8,3 1/4,1,n/a,match
13,69,1/8,7/4,8,3 1/4,0,n/a,match
14,71,1/32,15/8,9,3 3/8,0,n/a,ornamentation
15,69,1/32,61/32,10,3 13/32,0,n/a,ornamentation
16,62,1/32,31/16,11,3 7/16,0,n/a,ornamentation
17,69,1/32,63/32,12,3 15/32,0,n/a,ornamentation
18,55,1/8,2/1,13,3 1/2,4,n/a,match
19,71,1/8,2/1,13,3 1/2,0,n/a,match
20,69,1/16,17/8,14,3 5/8,0,n/a,ornamentation
21,71,1/16,35/16,15,3 11/16,0,n/a,ornamentation
22,57,1/4,9/4,16,4,3 and 4,n/a,match
23,60,1/4,9/4,16,4,1,n/a,match
24,72,1/4,9/4,16,4,0,n/a,match
25,53,1/8,5/2,17,4 1/4,4,n/a,match
26,57,1/8,5/2,17,4 1/4,3,n/a,match
27,59,1/8,21/8,18,4 3/8,1,n/a,match
28,55,1/4,11/4,19,4 1/2,1 and 4,n/a,match
29,59,1/4,11/4,19,4 1/2,3,n/a,match
30,71,1/4,11/4,19,4 1/2,0,n/a,match
31,52,1/4,3/1,20,5,4,n/a,match
32,60,1/4,3/1,20,5,3,n/a,match
33,67,1/4,3/1,20,5,0 and 1,n/a,match
34,53,1/4,13/4,21,5 1/4,4,n/a,match
35,65,1/4,13/4,21,5 1/4,1,n/a,match
36,69,1/4,13/4,21,5 1/4,0,n/a,match
37,55,1/8,7/2,22,5 1/2,4,n/a,match
38,59,1/8,7/2,22,5 1/2,3,n/a,match
39,62,1/8,7/2,22,5 1/2,1,n/a,match
40,67,1/8,29/8,23,5 5/8,0,n/a,match
41,48,1/4,15/4,24,6,4,n/a,match
42,55,1/4,15/4,24,6,3,n/a,match
43,64,1/4,15/4,24,6,1 and 2,n/a,match
44,67,1/4,15/4,24,6,0,n/a,match
45,57,1/8,4/1,25,6 1/4,3,n/a,match
46,60,1/8,4/1,25,6 1/4,1,n/a,match
47,64,1/8,4/1,25,6 1/4,2,n/a,match
48,72,1/8,4/1,25,6 1/4,0,n/a,match
49,60,1/16,33/8,26,6 3/8,2,n/a,ornamentation
50,62,1/16,67/16,27,6 7/16,2,n/a,ornamentation
51,64,1/16,17/4,28,6 1/2,2,0,repetition
52,66,1/16,69/16,29,6 9/16,2,n/a,ornamentation
53,67,1/16,35/8,30,6 5/8,2,2,adaptation
54,69,1/16,71/16,31,6 11/16,0,n/a,ornamentation
55,52,1/4,9/2,32,7,5,n/a,match
56,55,1/4,9/2,32,7,3,n/a,match
