ornament,voice,bar,pitch
E -1 S 1 S 2 S -2 S -1 S 1 S 2 E,3,1 1/8,59
E 2 E,3,1 5/8,64
E 2 E,3,1 7/8,67
E 5 S -1 S -2 S,3,2 1/8,70
S -2 S,3,2 5/16,65
S -2 S,3,2 7/16,62
E -2 E,3,2 5/8,62
R 0 E,0,2 7/8,72
E 2 E,0,3 1/8,76
R 0 E,0,3 5/8,77
E -7 E 2 E 2 E 5 Q,1,4 1/8,53
E 2 E,3,5 5/8,62
E -13 E 1 E 11 E,0,6 1/8,64
E -12 S 2 S 1 S 2 S 2 S 2 S 1 E,1,7 5/8,55
E -2 E 2 E 2 E,4,8 1/8,48
E 2 S -2 S -1 E,1,8 5/8,67
R 0 S,3,12 3/16,57
R 0 S,1,12 5/16,60
R 0 S,3,12 7/16,64
E -9 E,3,12 5/8,53
E -12 S 2 S 1 S 2 S 2 S 1 S 2 E.,0,13 5/8,62
E. -2 S 2 S -2 S -1 S,0,14 3/16,70
S -2 S,0,14 7/16,67
E 13 S -1 S -2 S -2 S -1 S -2 S -2 Q,1,14 5/8,70
E. 2 S -2 S -1 S -2 S -2 S 2 E,4,16 3/16,55
E -2 S -2 S -1 S 1 S 2 S 2 S 1 Q,0,16 5/8,67
E -2 S 2 S -2 E,0,18 1/8,67
E -2 S 2 S -2 E,0,18 3/8,65
E 1 S -1 S -2 E,0,19 7/8,70
E 2 S -2 S -2 E,0,20 1/8,69
E 2 S -2 S 0 E,0,20 3/8,67
E -1 S -2 S 3 S,0,20 5/8,64
S -1 S 1 T -1 T -2 T 2 T 1 E,0,20 13/16,64
E 18 S 1 S 2 S 2 S 1 S 2 S -2 E.,1,21 1/8,59
E. 2 S 2 S -4 S 2 S 2 S 1 Q,3,21 11/16,55
R 0 S 2 S 1 S 2 S -2 E,0,22 1/4,62
E -1 S -2 S 2 S 1 S 2 S 2 S 1 E,0,22 5/8,64
E -5 E 2 E 1 E 2 E.,1,23 1/8,62
E. 14 S -2 S -2 S -1 S -2 S -2 S,3,23 11/16,69
S -2 S 2 T -2 T 2 T 2 T -2 E,3,24 1/16,58
E. 7 S -2 S -1 S -2 S,1,25 3/16,67
R 0 S,0,25 7/16,60
Q 19 E,4,26 1/2,65
E -1 E,4,28 7/8,45
E -2 S 2 S 1 E,0,29 5/8,67
E -1 E,0,29 7/8,69
E 3 E,0,30 1/8,70
E. -1 S -2 S 2 S 1 S,0,30 11/16,64
S 2 S,0,30 15/16,67
R 0 S,0,32 3/16,65
R 0 S,1,32 5/16,65
R 0 S,0,32 7/16,69
E -2 S 2 S 2 S,1,32 5/8,60
R 0 S 2 S 2 S 1 E,0,32 13/16,65
S -2 S,1,34 7/16,62
S -2 S,3,34 15/16,50
E 2 E,0,35 7/8,69
E 2 S -2 S 0 E,0,36 3/8,67
E -1 S -2 S 3 S,0,36 5/8,64
S -1 S 1 T -1 T -2 T 2 T 1 E.,0,36 13/16,64
E. -2 S 2 S -2 S 2 S 2 S 1 Q,4,37 3/16,48
E 2 S -2 S -1 E,3,39 5/8,67
E 3 E -1 E -2 E,3,40 3/8,65
E 0 E,1,44 1/8,67
E 1 E,1,44 3/8,65
E -1 S -2 S 3 E,0,44 5/8,71
E -1 E,0,44 7/8,71
E 11 S -2 S -2 S -2 S -1 S -2 S -2 H,2,45 1/8,71
E 0 S -2 S -1 S 1 S 2 S 2 S 1 E,0,46 5/8,67
E -10 S 2 S 2 S 1 S 2 S 2 S 1 E,0,47 1/8,60
E -1 S 1 S -1 E,0,47 5/8,69
E -2 E,0,47 7/8,67
Q. -1 E,4,48 3/8,45
E -2 E,4,48 5/8,41
Q -7 S 2 S 1 S 2 S 2 Q,0,49 1/4,62
E 2 S -2 S -1 E,1,50 3/8,67
E -2 S 2 S 1 Q,1,50 5/8,62
E 1 T -1 T -2 T 2 T 1 E,1,51 1/8,65
E -3 S 2 S 1 E,1,51 3/8,62
