ornament,voice,bar,pitch
E -2 E -1 E -2 E 2 S -2 S 2 S 1 S 2 E 2 E 1 Q,0,2 1/8,65
Q -12 Q,2,2 5/4,43
Q 0 Q,1,2 7/4,67
Q 2 Q,2,3 1/4,57
Q 2 Q,2,3 3/4,60
E 9 E 1 E -1 E -2 E -2 E -1 E -2 E -2 Q,4,4 1/8,64
Q -12 Q 9 Q 2 Q 1 Q,4,4 5/4,43
Q -1 Q 1 Q 2 Q 1 H,4,5 1/4,54
R 0 E 1 Q -1 E,0,6 1/8,69
R 0 E -1 E -2 E 2 Q,1,6 5/8,67
R 0 Q,5,6 5/4,50
Q 2 Q,0,6 7/4,72
E 8 E -1 E -2 E -2 E -1 E -2 E 2 E 1 Q,3,8 1/8,70
R 0 Q,0,8 5/4,69
Q 1 Q,0,8 7/4,72
Q -2 Q,3,9 3/4,65
E -1 E 2 E 1 E -2 H,0,9 9/8,71
R 0 Q 1 Q 2 Q 1 H,1,10 1/4,49
E -5 E 1 E 2 E 2 E -3 E 1 E 2 E 1 H,4,11 1/8,52
R 0 E -2 E -2 E -1 Q,2,12 1/8,62
R 0 Q,4,12 3/4,55
Q -2 Q,5,12 5/4,43
Q -1 Q,5,12 7/4,47
R 0 Q,1,13 1/4,57
R 0 Q,4,13 3/4,55
R 0 Q -3 Q 2 Q 1 H,5,13 5/4,48
R 0 E 1 E 2 E 2 Q,0,14 13/8,64
Q 3 Q,1,15 1/4,65
Q 2 Q,0,15 3/4,71
Q -5 Q 1 Q 2 Q 2 E,3,15 5/4,59
R 0 E 2 E 2 E 1 E,1,16 1/8,53
E 2 E 1 Q -1 Q,3,16 5/8,64
Q 3 Q,3,16 5/4,67
Q -1 Q,3,16 7/4,64
R 0 Q,4,17 1/4,52
R 0 Q,2,17 3/4,55
E 3 E -1 E -2 E 2 E,2,18 5/8,65
E 2 E 1 S -1 S -2 S 2 S 1 Q,2,18 9/8,66
Q -1 Q,2,18 7/4,66
Q -5 Q,2,19 1/4,62
Q 1 Q,2,19 5/4,67
Q -1 Q,0,19 7/4,69
Q 2 Q,0,20 5/4,69
R 0 Q,1,20 7/4,55
Q 2 Q,1,21 5/4,64
Q -1 Q,2,21 7/4,66
E 2 E -2 E -2 E 5 Q,1,22 9/8,66
R 0 Q,4,22 7/4,54
R 0 Q,3,23 1/4,57
Q 1 Q,4,23 5/4,58
Q -3 Q,4,24 1/4,52
Q 2 Q,3,25 5/4,64
R 0 Q,0,25 7/4,66
R 0 Q,0,26 5/4,65
R 0 Q,3,26 7/4,60
R 0 Q,2,27 5/4,52
Q 2 Q,2,27 7/4,55
R 0 Q,3,28 1/4,65
E -8 E 1 E 2 E 2 E 1 E 2 E 2 E 1 Q,0,28 9/8,59
Q 12 Q 3 Q -16 Q 1 H,5,29 1/4,67
E -1 E 1 E 2 E -2 Q,0,30 13/8,69
R 0 Q,3,31 5/4,57
Q -6 Q,0,31 7/4,61
R 0 Q -2 Q -1 Q -2 H,4,32 1/4,62
E -1 E 1 E 2 E -2 Q,4,34 13/8,57
R 0 Q,1,35 5/4,64
R 0 Q,3,35 7/4,64
Q 2 Q,3,37 7/4,67
Q -4 Q 5 Q -1 Q 1 H,1,38 5/4,52
R 0 S -2 S 2 S 2 S 1 S 2 S 1 S 2 S 2 W,0,39 1/2,59
Q 4 Q,1,41 5/4,62
R 0 Q,2,41 7/4,58
R 0 E,3,42 1/8,58
R 0 S -1 S 1 S -3 Q,1,42 5/16,58
Q 3 Q,1,42 3/4,58
E -3 E 2 E 1 E -1 H,0,42 9/8,64
R 0 S -2 S 2 S 1 S 2 E,0,43 1/4,64
E -2 E 2 E 2 E 1 Q,0,43 5/8,65
Q -3 Q 3 Q -1 Q 1 H,0,43 5/4,67
R 0 E,4,45 13/8,58
R 0 E,1,45 15/8,58
R 0 Q 1 Q 2 Q 2 Q,0,46 5/4,64
R 0 Q,3,47 1/4,67
Q -1 Q,3,47 3/4,64
R 0 Q,3,51 5/4,62
Q 8 Q,1,51 7/4,58
R 0 E 2 S -2 S -1 S -2 S -1 Q,4,52 5/8,58
R 0 Q,0,53 1/4,69
Q 2 Q,0,53 3/4,72
Q -7 Q 2 Q 2 Q 1 Q,0,54 1/4,65
Q -1 E -2 E 3 E,0,54 5/4,69
E -1 E 3 E -2 E -1 E,0,54 13/8,69
E -2 E 5 E -2 E -1 Q,0,55 1/8,67
Q -2 Q,0,55 3/4,67
Q -7 Q,3,57 5/4,55
R 0 Q,2,57 7/4,62
Q 2 Q,5,58 5/4,50
R 0 Q -3 Q 2 Q 1 Q,0,59 1/4,67
R 0 Q -3 Q 1 Q 2 H,2,59 5/4,55
Q -1 Q,0,60 5/4,69
Q 2 Q,0,60 7/4,69
R 0 Q,2,61 1/4,57
R 0 Q,2,62 1/4,53
Q -1 Q,2,62 3/4,57
Q 1 Q,0,62 5/4,75
R 0 Q,1,62 7/4,57
R 0 Q,2,63 5/4,55
E 7 E -2 E -2 E 2 E -2 E -2 E -1 E 1 Q,4,64 9/8,64
Q -3 Q,4,65 1/4,55
Q 2 Q,4,65 3/4,60
