ornament,voice,bar,pitch
E -2 E 2 S 1 S 2 T -2 T 2 T -3 T 1 E,4,2 1/8,55
E -1 S 1 S 2 S -2 S 2 T -2 T -1 T -2 T 2 E,4,2 5/8,57
E -4 S 2 S 2 S 1 S 2 S 2 S -2 E,4,3 1/8,53
E -1 E 1 E 2 E 2 E,2,3 5/8,52
E -2 S 2 S 2 S,4,4 1/8,58
S -2 S,4,4 5/16,60
R 0 S,2,4 7/16,57
S 4 S -2 S -2 S 2 S -2 S 2 T -2 T -1 T -2 T 2 Q,2,4 9/16,62
E -4 E,4,6 1/8,48
S -2 S,4,6 11/16,50
T -1 T -2 T 2 T 1 E.,4,6 29/32,52
E. -1 S,4,7 3/16,52
Q 7 E -7 E -2 E,4,8,55
E 2 T -2 T -2 T 2 T 2 E,2,8 7/8,57
E -2 E,2,9 1/8,55
E 4 E,2,9 3/8,57
E 1 S 2 S -2 E,4,9 5/8,53
E 1 E,2,9 7/8,58
E 1 S 2 S -2 Q,4,10 5/8,53
E 2 T -2 T -2 T 2 T 2 Q,2,11 5/8,57
S 2 S,4,12 11/16,50
S -4 S,4,12 13/16,48
T -2 T 2 T 2 T 1 Q,4,12 29/32,48
E 2 T 2 T 1 T 2 T -2 E,0,14 1/8,62
E -1 S 1 S 0 E,0,14 3/8,64
S -2 S,0,14 11/16,62
S -1 S,0,14 13/16,64
T -1 T -2 T 2 T 1 Q,0,14 29/32,64
E 14 E,2,16 1/8,62
R 0 E,1,16 3/8,64
S -2 S,2,16 11/16,57
S 1 S,2,16 13/16,60
S 2 S,2,16 15/16,59
E 1 E,0,17 5/8,65
E. -1 S -2 S 2 S 1 S,0,20 3/16,64
S 2 S,0,20 7/16,67
E -7 S 2 S 2 S 1 S 2 S 2 S -2 Q,1,22 1/8,53
E -10 S 2 S 1 S 2 S 2 S 2 S 1 E,0,24 1/8,62
E -2 S -1 S -2 S,0,24 5/8,70
R 0 S,1,24 13/16,65
S -2 S,1,24 15/16,62
R 0 S 2 S 1 S,2,25 1/8,50
R 0 S -2 S -2 S 2 Q,4,25 5/16,52
R 0 S 1 S -1 E,1,25 7/8,64
E -2 S 2 S 2 E,0,26 1/8,65
E. -2 S,0,26 11/16,67
S -2 S,0,26 13/16,67
S 2 S,0,26 15/16,67
E -1 S 1 S 2 S,4,28 5/8,52
S -2 S,4,28 13/16,53
T -2 T -1 T -2 T -2 E.,4,28 29/32,53
E. -2 S -2 S 2 S 2 S,1,29 3/16,62
R 0 S,0,29 7/16,65
R 0 S -1 S -2 S -2 E,2,29 9/16,65
E -2 S 2 S 2 E.,0,29 7/8,65
E. 5 S -2 S -2 S 2 T -2 T -1 T 1 T -1 Q,2,30 3/16,62
E. -1 S 1 S 2 S 2 S 2 S 1 E.,4,31 11/16,45
E. -2 S,0,32 3/16,70
E -2 S 2 S -2 E,0,32 5/8,67
E -2 S 2 S 2 E,2,33 3/8,53
E -4 S 2 S 2 S,3,33 5/8,53
R 0 S 2 S 2 S -2 E,2,33 13/16,58
S -2 S,2,35 7/16,62
E -2 S 2 S 2 E,0,36 1/8,65
S -2 S,0,36 11/16,65
S 2 S,0,36 15/16,67
E 3 S -2 S -1 E,4,38 1/8,55
E 1 S 2 S -2 E,4,38 3/8,53
E -1 S 1 S 2 S,4,38 5/8,52
S -2 S,4,38 13/16,53
S -2 S,4,38 15/16,50
E. 2 S,1,39 11/16,69
R 0 S 2 S 1 S -1 E,0,39 13/16,67
E 2 E,4,40 1/8,55
E -1 E,0,41 1/8,69
E 3 E,0,41 3/8,70
Q -21 E,0,41 3/4,48
