ornament,voice,bar,pitch
E -2 E 2 S -2 S -2 S -1 S -2 E,3,2 1/8,48
E -2 S 2 S 2 S -2 S 2 T -2 T -2 T 2 T 2 E,2,2 5/8,53
E 1 S 2 S 2 S -2 S -2 S 2 S -2 Q,2,3 1/8,58
R 0 S 1 S 2 S -2 Q,0,5 5/16,64
E 2 T -2 T -1 T 1 T 2 E,2,6 3/8,60
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E,0,6 5/8,67
E -1 S 1 S 2 S 2 S 1 S 2 S -2 E.,3,7 1/8,45
E. -1 S -2 S 2 S 1 S 2 S -2 Q,2,7 11/16,57
E -1 S 1 S 2 S,3,8 5/8,50
S -2 S -1 S -2 S 2 Q,3,8 13/16,51
E -1 T -2 T -2 T 2 T 0 Q,1,9 7/8,52
E 2 S -2 S -1 E,2,11 3/8,57
E 1 E,2,11 5/8,55
E -1 E,2,11 7/8,54
R 0 S 2 S 2 S 1 S 2 S 2 S 1 Q,0,12 1/8,60
E. -2 S 2 S 2 S 1 S,1,13 11/16,60
S 2 S,1,13 15/16,67
E -2 S 2 S 1 T,1,15 1/8,60
T -1 T -2 T -2 T 2 T,1,15 9/32,62
T -2 T -1 T -2 T 2 Q,1,15 13/32,58
E. -4 S 2 S 2 S 1 S 2 S -2 Q,2,16 3/16,53
E 2 T -2 T -2 T 2 T 2 E,3,18 3/8,52
E 1 S 2 S -2 Q,3,18 5/8,53
E -2 S 2 S 2 E,3,19 1/8,48
E 1 S 2 S -2 Q,3,19 3/8,53
E -2 S 2 S 2 S -2 S 2 T,2,20 1/8,53
T -2 T -2 T 2 T 2 E.,2,20 13/32,55
E. -4 S 2 S 2 S 1 S 2 S -2 E.,2,20 11/16,53
E. -1 S -2 S 2 S 1 S 2 S -2 H,2,21 3/16,57
E -2 S -2 S -1 S -2 S 2 T 1 T 2 T 2 T 1 Q,0,22 5/8,67
E 1 T -1 T -2 T 2 T 1 E,1,24 3/8,65
E 1 T -1 T -2 T 2 T 1 Q,0,24 5/8,70
E -2 S 2 S 1 E,1,25 1/8,62
E -2 S 2 S 1 E,0,25 3/8,67
E -1 S 1 S -3 E,0,25 5/8,69
E -2 S 2 S 1 Q,1,25 7/8,62
E -2 S 2 S 1 S -1 S 1 T -1 T -2 T 2 T 1 E,1,26 5/8,62
E -2 S -2 S -1 S 1 S 2 S 2 S 1 H,0,27 1/8,67
E. 2 S,3,29 3/16,55
S -1 S -2 S -2 S 2 Q,3,29 5/16,52
E -1 S 1 S 2 S -2 S -1 S,2,31 1/8,57
S -2 S,2,31 7/16,55
E. -4 S,3,31 11/16,46
R 0 E,2,31 7/8,50
E. -2 S -1 S 1 S 2 S 2 S 1 E,0,32 3/16,65
E 2 E 2 S -4 S 2 S 2 S -2 E.,1,32 5/8,60
E. 1 S,0,33 3/16,70
R 0 E,1,33 3/8,62
S -2 S,0,33 13/16,70
S -2 S,0,33 15/16,67
E -1 E,1,35 3/8,62
R 0 S -1 S -2 S 3 S,0,35 9/16,70
S -1 S 1 T -1 T -2 T 2 T 1 Q,0,35 13/16,69
S -3 S 2 S 1 S 2 S,0,36 5/16,62
S -3 S 1 S 2 S 2 E,0,36 9/16,64
E 1 T -1 T -2 T 2 T 1 E.,0,36 7/8,70
E. -2 S,1,37 3/16,60
S 2 S 1 S 2 S -2 E,1,37 5/16,64
E -7 S 2 S 1 S 2 S 2 S 1 S 2 E,0,37 5/8,62
E -12 S 2 S 2 S 1 S 2 S 2 S 1 E,0,38 1/8,60
E -2 S 2 S 2 S,1,38 5/8,60
S -2 S -2 S -1 S 1 E,1,38 13/16,62
E -2 E,0,39 1/8,67
E -1 S 1 S 2 S,0,39 5/8,66
S -2 S -3 S 2 S 1 E.,0,39 13/16,67
E. -3 S 1 E 2 E 2 E,2,40 3/16,59
E -2 S 2 S 1 S -1 S 1 T -1 T -2 T 2 T 1 E.,2,40 5/8,62
E. 2 S 1 S -3 S 2 S 1 S -1 E.,3,41 3/16,52
