ornament,voice,bar,pitch
E. -4 S 2 E 2 E 1 Q,3,41 11/16,48
Q -3 S 2 S 1 S 2 S -2 E,2,42 1/4,57
E 2 E -3 E 1 E 2 Q,2,42 5/8,62
E 5 T -2 T -1 T 1 T -1 H,3,44 3/8,60
E -1 S 1 S 2 S -2 S -1 S 1 S 2 H,2,45 1/8,59
E 2 S 1 S 2 S -2 S -1 S -2 S 2 E,2,46 1/8,64
E -2 S 2 S 2 S -2 S 2 T -2 T -2 T 2 T 2 E,3,46 5/8,53
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E.,2,47 1/8,62
E. -4 S 2 E 2 E 1 E,3,47 11/16,53
E 2 E 2 E -2 E -2 Q,2,48 1/8,67
E 2 S -2 S -1 E,2,48 7/8,67
E -2 S 2 S -2 E,2,49 1/8,62
E -1 S 1 S 0 E,2,49 3/8,61
E -1 S -2 S 2 S 1 S -3 S 2 S 1 E.,2,49 5/8,61
R 0 S 1 S 2 S 1 S 2 S 2 E,0,50 3/16,61
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E.,0,50 5/8,67
E. -1 S -2 E 3 E -1 E,0,51 3/16,69
E -2 S 2 S 1 S -1 S -2 S 2 S 1 E,2,51 5/8,60
E -1 S 1 S 2 S -2 S 2 T -2 T -1 T -2 T 2 Q,2,52 1/8,62
E. -2 S,0,53 3/16,65
S 1 S 2 S 2 S 1 Q,0,53 5/16,65
E 2 T -2 T -1 T 1 T 2 Q,2,53 7/8,60
E -5 S 1 S 2 S -3 S 1 S 2 S -2 E.,0,54 5/8,64
E. -1 S -2 S 2 S 1 S 2 S -2 Q.,0,55 3/16,64
Q. -2 E,2,55 7/8,60
E -1 S 1 S 2 S -2 S -1 S -2 S 2 Q,3,56 1/8,50
E 2 T -2 T -2 T 2 T 2 E,1,57 1/8,57
E -2 S 2 S 1 Q,1,57 3/8,55
E -2 E 2 E 2 E 1 Q,1,59 5/8,53
R 0 E,2,60 5/8,62
R 0 S 2 S 1 S 2 Q,0,60 13/16,62
S -2 S,0,63 3/16,64
S -1 S,0,63 5/16,66
T -1 T -2 T 2 T 1 Q,0,63 13/32,66
E 2 S -2 S 2 E,2,65 3/8,62
E -1 S -2 S 2 S,0,65 5/8,66
S 1 S -3 S 2 S 1 E.,0,65 13/16,67
E. 2 S 2 S -2 S -2 S -1 S 1 E,2,66 3/16,60
R 0 S 2 S 1 S 2 S 2 S 1 S -1 E.,0,66 5/8,62
E. -1 S -2 S 2 S 1 S 2 S -2 Q,1,67 3/16,64
E. -1 S -2 E 3 E -1 E.,0,68 11/16,69
E. -1 S -2 S 2 S 1 S 2 S -2 E,1,69 3/16,64
E -1 E,1,69 5/8,64
E -2 E,1,69 7/8,60
S 7 S -1 S -2 S -2 S -2 S 2 T -2 T -1 T -2 T 2 E,2,70 9/16,65
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E,0,71 1/8,67
E -2 S 2 S 2 T -2 T -2 T 2 T 2 T -2 T -2 T -1 T 1 Q,1,71 5/8,65
E 1 T -1 T -2 T 2 T 1 E,0,72 3/8,70
E -1 S -2 S -2 S 2 S 2 S 1 S -1 E.,0,72 5/8,69
E. -1 S 1 S -1 S 1 T,1,73 3/16,64
T -1 T -2 T -2 T 2 E,1,73 13/32,64
E 2 S 2 S 1 T -1 T -2 T -2 T 2 T -2 T -1 T -2 T 2 Q,2,73 5/8,60
E -12 E 0 S 2 S 1 S 2 S 2 H,3,74 5/8,43
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E,0,75 5/8,67
E -2 E -3 S 2 S 1 S 2 S -2 E.,1,76 1/8,65
E. -1 S 1 S -1 S -2 S -2 S 2 S 2 S 1 S 2 S -2 Q,1,76 11/16,64
E -2 S 2 S 1 S,0,77 5/8,67
R 0 S 1 T -1 T -2 T -2 T -1 E,1,77 13/16,69
E 2 S -2 S -2 E,0,78 1/8,69
E 2 S -2 S -1 E,0,78 3/8,67
E -1 E 1 S -1 S -2 S 2 S 1 E,1,78 5/8,61
E -2 S 2 S 2 S 1 S 2 S 2 S 1 Q,0,79 1/8,60
E. -2 S,2,80 11/16,53
S 2 S 1 S 2 S -2 Q,2,80 13/16,57
E -2 E,0,82 1/8,67
S -2 S,0,82 11/16,64
S 1 S -3 S 2 S 1 Q,0,82 13/16,67
E -1 S 1 S 2 S -2 S 2 T -2 T -1 T -2 T 2 H,2,83 5/8,57
E. 2 S,0,85 11/16,67
R 0 E,0,86 1/8,69
R 0 S 2 S -2 S 2 T -2 T -2 T -1 T -2 H,3,86 11/16,55
E -2 S 2 S 1 S -1 S 1 T -1 T -2 T 2 T -2 Q,3,87 5/8,48
E. -2 S,1,88 11/16,53
S 2 S 1 S 2 S -2 Q,1,88 13/16,57
E 4 S -2 S -2 S,2,90 5/8,67
S 2 S 2 S 2 S 0 R,2,90 13/16,65
R 0 E -1 E -2 E 2 Q,0,96 1/8,70
E 2 E,1,99 1/8,54
R 0 E,0,99 7/8,69
S 3 S,1,100 3/16,60
E 1 S -1 S -2 E,0,100 7/8,70
E 2 S -2 S -2 E,0,101 1/8,69
E 2 S -2 S -1 E,0,101 3/8,67
E -1 S -2 S 2 S,1,101 5/8,61
S 1 S -3 S 2 S 1 Q,1,101 13/16,62
E. 4 S,2,103 3/16,62
S -2 S,2,103 5/16,58
S -2 S,2,103 7/16,55
R 0 S 1 S -1 S 1 T -1 T -2 T -1 T 1 Q,1,103 11/16,64
E 1 T -1 T -2 T 2 T 1 Q,0,104 5/8,70
E -1 S -2 S -2 S,0,105 1/8,69
S 2 S,0,105 5/16,67
S 1 S,0,105 7/16,70
E -2 E -3 S 2 S 1 S 2 S 2 Q,0,106 5/8,65
E. -5 S -1 S 1 S 2 S 2 S 1 Q,2,107 11/16,53
E 2 E 1 S -1 S 1 T -1 T -2 T -1 T 1 E -1 E 1 S,1,108 5/8,64
S 2 S 1 S 2 S -2 S,1,109 5/16,64
S -1 S -2 S 3 S -1 S,1,109 9/16,64
S -2 S -1 S 3 S -2 E,1,109 13/16,62
S -2 S -1 S -2 S 2 E,3,110 5/16,53
E 1 T -1 T -2 T 2 T 1 Q,1,110 7/8,62
E. 1 S,0,111 7/16,70
E -1 S -2 S 2 E,0,111 7/8,69
E 3 S 2 S -4 E,2,112 3/8,60
E -3 S 1 S 2 S -3 S 1 S 2 S 2 Q,0,112 5/8,64
E 2 S 1 S -1 E,1,115 5/8,57
E -2 S 2 S 1 Q,0,115 7/8,62
E -1 S 1 S 2 E,0,118 7/8,71
E -2 S -2 S 2 S,0,119 1/8,72
S -2 S -1 S -2 S 2 Q,0,119 5/16,70
E 2 T -2 T -2 T 2 T -3 E,3,120 5/8,57
E -1 S 1 S 2 E,2,120 7/8,59
E -2 E,2,121 1/8,60
E -1 S -2 S 2 E,2,121 3/8,57
E -1 S 1 S 2 S,1,121 5/8,64
S -2 S -1 S 1 S 2 Q,1,121 13/16,65
E -2 S 2 S -2 E,0,123 5/8,67
E -2 S 2 S -2 Q.,0,123 7/8,65
E. -1 S,2,124 11/16,57
S -1 S -2 S -2 S 2 Q,2,124 13/16,57
E. 2 S -2 S -1 S -2 S -2 S 2 E,3,126 3/16,50
E -10 E 9 E 1 Q,2,126 3/4,45
E -1 S 3 S -2 E,1,127 5/8,57
E 2 T -2 T -1 T 1 T 2 E,1,127 7/8,60
E -2 S 2 S 2 S -2 S 2 T -2 T -2 T 2 T 2 E,0,128 1/8,62
E -2 S -2 S -1 S 1 S 2 S 2 S 1 Q,0,128 5/8,64
E -2 S 2 S 1 E,2,129 5/8,62
E -1 S 1 S 2 E.,2,129 7/8,64
E. -1 S -2 S 2 S 1 S 2 S -2 E,3,130 3/16,57
E 2 S -2 S -2 E,2,130 5/8,69
E 2 S -2 S -1 E,2,130 7/8,67
E -2 E,2,131 1/8,62
E -1 S 1 S -1 E,2,131 3/8,61
Q -2 E,1,131 7/8,55
E 1 T -1 T -2 T 2 T 1 E,0,132 3/8,70
E -1 S 1 S 2 E,0,132 5/8,69
E -2 S 2 S 1 E.,2,132 7/8,62
E. -3 S 3 E 2 E -2 Q,2,133 3/16,62
R 0 E,0,134 3/8,69
E. 4 S -2 S -2 S -1 S -2 S 2 W,1,136 11/16,69
