ornament,voice,bar,pitch
Q -2 Q,1,2 5/4,62
R 0 E,1,5 9/8,67
E -2 E,1,5 11/8,64
E -1 E,1,5 13/8,66
S -1 S -2 S 2 S 1 Q,1,5 29/16,66
Q -1 E -2 E -2 E -2 E -1 E -2 E -2 E 12 E 2 E 2 E 1 E,1,6 1/4,66
R 0 E 1 S -1 S -2 S -2 S 2 E,0,6 13/8,71
E -3 E 1 E 2 E 2 E,0,7 1/8,66
E -4 E 2 E 2 E 1 Q,0,7 5/8,67
Q 7 Q,1,7 5/4,64
E -2 E,0,7 15/8,69
Q 3 E -1 E -2 E,0,8 1/4,70
R 0 E -1 E -2 E -2 E -3 E 2 E 1 E -1 Q,1,8 5/8,65
Q -2 Q,1,8 7/4,57
E -1 E,0,9 13/8,66
E 2 E,0,9 15/8,66
R 0 Q,1,10 1/4,43
Q -4 Q,1,10 3/4,55
Q -2 E 2 E 2 E -2 E 2 S -2 S -2 S 2 S 2 Q,0,11 1/4,67
Q -2 Q 2 Q 1 Q -1 Q,0,11 5/4,69
Q -2 E 2 E -2 Q,0,12 1/4,69
Q -2 Q,0,12 3/4,67
E 1 E 2 E 2 E 1 Q,0,12 9/8,67
Q -1 Q,1,12 7/4,59
E 2 E 2 E 2 E 1 Q,1,13 1/8,62
Q 1 Q,0,13 3/4,72
Q 2 Q,0,13 7/4,69
Q -2 Q,0,14 3/4,65
Q -2 Q,1,18 3/4,55
R 0 E -2 E 3 E,0,18 5/4,66
E -1 E 1 S -1 S -2 S 2 S 1 Q,0,18 13/8,66
Q -12 Q,0,19 1/4,55
Q -2 Q,1,21 3/4,55
Q -2 Q,0,27 3/4,67
Q -4 Q 5 Q -17 W,1,28 1/2,55
